like1,PARM1,PARM5,PARM12,PARM15,PARM16,PARM17,PARM20,PARM22,PARM23,PARM25,PARM34,PARM39,PARM40,PARM42,PARM44,PARM49,PARM50,PARM51,PARM61,PARM73,PARM83,PARM87,PARM88,PARM89,PARM90,PARM91,PARM92,Flow(m3/s)-2000-1,Flow(m3/s)-2000-2,Flow(m3/s)-2000-3,Flow(m3/s)-2000-4,Flow(m3/s)-2000-5,Flow(m3/s)-2000-6,Flow(m3/s)-2000-7,Flow(m3/s)-2000-8,Flow(m3/s)-2000-9,Flow(m3/s)-2000-10,Flow(m3/s)-2000-11,Flow(m3/s)-2000-12,Flow(m3/s)-2001-1,Flow(m3/s)-2001-2,Flow(m3/s)-2001-3,Flow(m3/s)-2001-4,Flow(m3/s)-2001-5,Flow(m3/s)-2001-6,Flow(m3/s)-2001-7,Flow(m3/s)-2001-8,Flow(m3/s)-2001-9,Flow(m3/s)-2001-10,Flow(m3/s)-2001-11,Flow(m3/s)-2001-12,Flow(m3/s)-2002-1,Flow(m3/s)-2002-2,Flow(m3/s)-2002-3,Flow(m3/s)-2002-4,Flow(m3/s)-2002-5,Flow(m3/s)-2002-6,Flow(m3/s)-2002-7,Flow(m3/s)-2002-8,Flow(m3/s)-2002-9,Flow(m3/s)-2002-10,Flow(m3/s)-2002-11,Flow(m3/s)-2002-12,Flow(m3/s)-2003-1,Flow(m3/s)-2003-2,Flow(m3/s)-2003-3,Flow(m3/s)-2003-4,Flow(m3/s)-2003-5,Flow(m3/s)-2003-6,Flow(m3/s)-2003-7,Flow(m3/s)-2003-8,Flow(m3/s)-2003-9,Flow(m3/s)-2003-10,Flow(m3/s)-2003-11,Flow(m3/s)-2003-12,chain
-5557.6265,1.2653124,0.4252021,2.4906352,0.14317273,1.0580866,0.38672113,0.26754022,0.4184642,0.003078517,0.43269295,0.55219823,0.03062449,0.8443645,2.1114876,1.3716588,13.367249,0.065772645,0.22101486,0.25326106,0.52695054,3.3129504,0.12768249,0.5233601,0.40908936,3.6728537,0.74489504,0.96349025,0.001047052,5.6716275e-05,9.765642e-06,0.0008936855,0.00066391786,0.0006350694,1.0078613e-10,3.886e-14,3.2677595e-05,0.00082241994,0.016225288,0.0077167638,0.0024900164,0.0019927467,0.0037778066,8.299353e-09,0.00039222214,0.0012384864,2.9013705e-09,0.013333207,0.0010333289,0.0026446155,0.0038125366,0.015062823,3.3947483e-05,0.0027972064,0.0029689576,0.00035067764,0.0016142193,0.0001243898,0.0018126157,0.00019707263,2.018452e-08,0.013039666,0.0019127289,0.009303109,1.6982276e-06,0.009220496,0.0010284673,4.5369566e-09,0.0006403396,0.00032067767,7.121983e-05,0.00036854646,0.0012849461,0.006854343,0.00030200568,0.00039388737,9.0
-3731.7961,1.6250129,0.41612008,2.1558223,0.28424677,1.2509509,0.1858944,0.23781012,0.34905592,0.0023003272,0.19257765,0.57232636,0.089243166,0.1263496,2.0770056,1.4234127,3.705902,0.055978287,0.4445461,0.69090134,0.7264543,1.6608057,0.33775595,0.42314535,0.4422295,4.4450645,0.6831911,0.9859955,0.0005617799,1.972144e-05,3.431007e-06,0.0009469985,0.00044244863,0.0007213133,1.00715394e-10,4.703e-14,3.139349e-06,0.00054368674,0.016326573,0.0061472463,0.006813258,0.005838485,0.007888656,0.00058827206,0.0003549038,0.00090097,4.3587085e-09,0.011115985,0.0018829501,0.0031389797,0.004192591,0.014992932,0.00033997418,0.0020825723,0.0020763206,0.00031801153,0.0015843139,0.00016489894,0.002131009,0.00016242801,1.727516e-08,0.012920447,0.0015250652,0.0085757645,4.764454e-08,0.00765522,0.005935141,0.0001949394,0.0004503443,0.0005303232,0.00022436355,0.00015918964,0.0007924273,0.005561808,0.00022997319,0.0002371449,0.0
-3374.496,1.0741187,0.7150442,1.9277017,0.20159653,1.2334248,0.1384466,0.23002928,0.07878576,0.0030941495,0.6138452,0.5051156,0.04946344,0.13665123,0.5461278,1.4674307,0.9308621,0.21737029,0.5260535,0.39103794,0.41275966,4.3557863,0.8443523,0.19280685,0.85942686,4.729081,0.083157204,0.99146247,0.00043300347,2.6079473e-05,1.6981678e-06,0.0006018553,0.00041576166,0.00046659028,1.2370159e-10,5.003e-14,3.4022598e-06,0.00047516974,0.014775306,0.006501265,0.005518397,0.0056885583,0.0073911776,0.00047560982,0.00037399167,0.00091568305,2.6438735e-07,0.011645821,0.00094846316,0.0028243521,0.0038617204,0.015605342,0.00040456612,0.0017837905,0.002003536,0.00029520952,0.0012868099,0.00018163478,0.0015687554,4.1588373e-05,1.3436433e-08,0.013470566,0.0019590904,0.0073600532,3.8816966e-06,0.008086999,0.0036322705,0.0002109736,0.00034679778,0.00031981582,9.704883e-05,0.00027133766,0.0010923331,0.006058876,0.00022317316,0.00021278461,1.0
-2036.173,1.4325374,0.8830794,2.2230556,0.29305014,1.0837702,0.31344476,0.3739695,0.42117736,0.0030980802,1.0498438,0.5143655,0.051545534,0.62281024,0.46161112,1.6094913,14.174883,0.11075541,0.8933612,0.20328179,0.32049084,9.136271,0.19181713,0.803757,0.52260906,2.1003287,0.258392,0.8415688,0.0007858936,1.0897274e-05,8.6075033e-07,0.00037253567,0.0006849499,0.00045751518,6.869037e-11,2.222e-14,4.277733e-05,0.0006057469,0.014100147,0.0068743783,0.0011422791,0.0016419464,0.0035877328,4.9404365e-09,0.00029052087,0.00096251065,2.118634e-09,0.012442848,0.0008426468,0.0017639848,0.003396154,0.011453818,2.6863685e-05,0.0021239733,0.002199749,0.00029464104,0.0008025964,1.364633e-05,0.0011538954,0.00012900557,9.83378e-09,0.01272098,0.0014793887,0.006306897,2.3412973e-05,0.008000139,0.0007006985,2.9192866e-09,0.00058388076,0.00025673083,4.3372975e-06,0.00010302518,0.00061612175,0.0049937516,6.403594e-05,0.00038646007,2.0
-4820.502,1.4387645,0.05418768,1.8670267,0.061877757,1.296651,0.41789708,0.14812765,0.17797701,0.0031741979,1.9856147,0.5679539,0.017414974,0.690468,1.5799482,1.2457,6.5147347,0.2591204,0.25365612,0.86394596,0.6003563,4.9559174,0.96205485,0.1967131,0.17543326,9.615715,0.27685136,0.41012344,0.0025094415,0.0002996491,0.0006712608,0.002155301,0.0032722414,0.0026040769,1.3533315e-11,1.955e-14,0.0002865703,0.0024425597,0.022981333,0.010377772,0.005234868,0.0032030358,0.007731769,1.3391326e-05,0.0011310669,0.0017698389,1.5406451e-05,0.01466616,0.0025539047,0.0046142107,0.0057347305,0.019289318,0.00020908238,0.003694168,0.0036765316,0.0011653521,0.0032457681,0.00072681543,0.004828915,0.0006232375,5.8314494e-05,0.019761506,0.0032444457,0.013033209,0.00015479754,0.012599034,0.0023564727,5.3244382e-09,0.002236042,0.0018895378,0.0007456636,0.0011447944,0.003115165,0.01009784,0.0006827622,0.00063838856,3.0
-20164.922,1.5794802,0.057356074,2.2073271,0.10450977,1.3596072,0.3171079,0.28526586,0.1687601,0.0030040762,1.6973133,0.58712417,0.008565805,0.7891097,1.5798825,1.0889791,9.937548,0.28816715,0.5069961,0.25593698,0.58945096,5.99271,0.6001765,0.8559968,0.20563158,5.6995325,0.19680575,0.7837326,0.00047182947,5.0349714e-05,6.2481668e-06,0.00047359182,0.00035495032,0.0004589152,1.6132268e-10,6.03e-14,6.948469e-08,0.0006721795,0.016614327,0.00741734,0.0020905614,0.0019450805,0.0031755394,1.1354216e-08,0.00029651943,0.00079392013,4.8099356e-09,0.010904509,0.0010236838,0.0023753215,0.0033200793,0.014134472,1.5931744e-05,0.0022943795,0.0026670827,0.0004193469,0.0009822936,4.316504e-05,0.0013826407,0.00014524267,2.6416153e-08,0.014702804,0.0020813218,0.0076339655,7.340071e-08,0.00739875,0.0009894843,3.4761833e-09,0.00048776314,0.00019376239,4.1086028e-06,0.00033844446,0.001069455,0.007444402,0.00035600635,0.00024515146,4.0
-1209.5403,1.4299685,0.83483046,1.5630023,0.006859745,1.0454549,0.45230722,0.19448072,0.4418113,0.002322871,0.7444591,0.53963417,0.09278173,0.27148446,0.45782253,1.6162409,2.6513116,0.14304067,0.25891414,0.7534218,0.36589065,0.67803544,0.8159053,0.35682115,0.28583086,4.7489076,0.8418092,1.5868871,0.0004478454,2.3498465e-05,3.6203593e-07,0.00027974063,0.00056205195,0.0005708851,1.7837529e-10,5.024e-14,3.3959823e-05,0.0005554379,0.013801743,0.0069109607,0.006029333,0.0055121095,0.0075718174,8.671308e-05,0.00026766575,0.00051414774,1.9640659e-07,0.010617987,0.0009470779,0.0018452907,0.0029170965,0.016494373,0.00031998628,0.0017619035,0.0017326805,0.0002265165,0.0010039122,6.0635997e-05,0.0013330227,9.7786455e-05,1.1822762e-05,0.012907562,0.001242461,0.0054730964,8.281803e-08,0.007076694,0.0068156403,8.662473e-09,0.0003113147,0.00031428348,4.8550133e-05,0.0005081717,0.0014043795,0.00698689,8.5207685e-05,0.00019318046,5.0
-6852.237,1.1527642,0.3674518,2.365444,0.23135158,1.1839023,0.22088365,0.23147961,0.090767056,0.0030474954,0.9946068,0.51125944,0.008929533,0.38730955,1.3135781,1.7355098,6.4245663,0.10753669,0.67052734,0.47932062,0.3378883,9.667216,0.4494475,0.42773524,0.8661347,5.6945243,0.039059978,1.2368977,0.00030557552,4.013986e-06,3.0891596e-07,0.0002903486,0.00013789404,0.00024769505,1.6991412e-10,6.024e-14,7.419871e-08,0.0004122008,0.0147855515,0.006395006,0.0014343404,0.0037918082,0.0065789893,0.00012371344,0.0001828881,0.000460534,1.6973397e-07,0.010444345,0.0008219478,0.002017519,0.0030504526,0.013390202,1.8851999e-05,0.0019240315,0.0017235024,0.00017798666,0.00096907536,4.966944e-05,0.0011907012,3.3560635e-05,2.2473484e-08,0.011741174,0.0010413582,0.0063962503,8.457271e-08,0.007263524,0.001999808,7.655744e-09,0.00027851234,0.0002118311,1.4950604e-05,0.00032780698,0.00086128176,0.0051805833,0.00014580808,0.0001339928,6.0
-2182.572,1.2562164,0.52074283,2.372212,0.23143108,1.3063117,0.009927419,0.39085186,0.34870932,0.002646646,0.106251344,0.5240861,0.087512046,0.53626496,1.0784707,1.5706187,11.235021,0.13843383,0.4545888,0.1091781,0.3397108,0.26777083,0.22505929,0.71532035,0.8064114,1.633658,0.97680223,1.837542,9.4918e-08,2.1628468e-08,4.719816e-08,1.7594458e-06,3.494771e-05,2.0322614e-06,5.3741064e-11,1.729e-14,1.8557799e-08,1.2729263e-05,0.009001625,0.004080002,0.0015968471,0.005372549,0.005885077,4.3768265e-09,8.359738e-06,0.00015216495,1.8987e-09,0.006524865,0.00026494812,0.0014384171,0.0019040353,0.010440441,7.468313e-09,0.0006911025,0.00072648266,2.6191856e-06,0.00016778718,1.9125967e-08,6.630364e-08,1.4149742e-08,3.4363334e-09,0.008554027,0.00041106626,0.002181314,3.3244064e-08,0.0048033595,0.004420078,2.18846e-09,3.261541e-08,4.538012e-08,1.892283e-08,2.2272346e-08,3.8651996e-07,0.0017162889,9.686471e-09,2.1289761e-08,7.0
-7277.006,1.9615082,0.54268914,2.1636052,0.2822978,1.4685957,0.21809252,0.19030696,0.31162438,0.0025445735,1.404207,0.59152275,0.05037009,0.36650956,1.867933,1.2100416,11.183693,0.28231564,0.5902501,0.6072402,0.49123886,4.3375115,0.8128382,0.97827125,0.3915995,3.2999475,0.40473333,0.94964087,0.0006173245,3.106087e-05,1.7226783e-05,0.0005455239,0.00045916575,0.00090042857,8.571317e-11,3.491e-14,2.902202e-06,0.00079936086,0.016601771,0.006710751,0.002043322,0.0026831578,0.00722886,6.6378667e-09,0.00047381167,0.0008979215,7.427611e-07,0.012257014,0.0010339438,0.0024193765,0.0036737877,0.011971293,3.607051e-05,0.0022132671,0.0023803597,0.0002613094,0.000968407,4.594637e-06,0.0016561633,0.00024123558,1.28254944e-08,0.014440114,0.0017036468,0.0076152016,1.2309868e-06,0.008619796,0.0008691046,2.0332e-09,0.0004703348,0.00031680916,2.9949622e-05,0.000110964866,0.0005939294,0.005151766,0.00027960338,0.00024839884,8.0
-2634.453,1.9314884,0.60523975,2.1777897,0.18257743,1.1905519,0.41360947,0.29368827,0.48344812,0.002671157,1.3291616,0.59858346,0.028214842,0.6826267,2.3958926,1.0870463,11.851642,0.1695061,0.27794376,0.60403377,0.5668989,4.938256,0.6720056,0.80438244,0.19519395,4.257791,0.37139985,0.5150045,0.001510964,0.00013632566,0.00022672147,0.0018479269,0.0020440465,0.0018077964,1.0346035e-10,4.504e-14,7.771146e-05,0.0012165814,0.020356713,0.008956834,0.0034951668,0.0021451246,0.0048733065,7.933447e-09,0.0010201002,0.0018819097,3.0947533e-09,0.014844784,0.0015225438,0.0032182564,0.005203606,0.015597601,8.710022e-05,0.0028300632,0.0039742156,0.000657338,0.0025187293,0.00010122545,0.0039248737,0.00060904014,2.2198057e-08,0.017965823,0.0028615955,0.011945569,3.6612113e-05,0.011266294,0.0014807124,3.2817524e-09,0.0013954982,0.0008133681,0.00013689243,0.00056586834,0.0013628926,0.008962721,0.00032457183,0.0005474432,9.0
-789.13165,1.5579615,0.39690477,2.149842,0.27381867,1.2675625,0.19362554,0.29530406,0.37154534,0.0023811797,0.3042155,0.56704247,0.095949374,0.30026007,1.8237089,1.417015,4.512179,0.110289335,0.35724196,0.6383496,0.72905886,0.1297404,0.41471955,0.26860636,0.4025305,4.510388,0.44362152,1.0691831,0.00022805773,7.759863e-06,1.5050506e-07,0.00068317156,0.00023913597,0.00015039118,1.3198657e-10,4.772e-14,5.341049e-08,0.00040656564,0.014636246,0.0062109143,0.0031141283,0.00519629,0.0068816813,0.0003844093,0.00038099792,0.00080543983,4.325399e-09,0.0104526635,0.0007082175,0.002364483,0.002608675,0.012811306,0.0003203884,0.0015497332,0.0019390994,0.00020298162,0.0011984202,5.6796627e-05,0.0015997217,8.5687636e-05,1.8292663e-08,0.012471541,0.0011330519,0.0069193887,5.9276903e-08,0.007200954,0.0034730006,6.215313e-09,0.00021615077,0.00029971977,9.3418384e-05,0.00011515149,0.0006435006,0.004938408,8.443977e-05,0.00020492158,0.0
-1746.772,1.1872046,0.8277706,2.128191,0.28800365,1.2968943,0.13468403,0.28978285,0.14016415,0.0030825876,0.77809674,0.50698966,0.044819225,0.23392293,0.77716005,1.42814,5.0998354,0.25843954,0.57587934,0.3066038,0.38874546,4.8938956,0.85089964,0.46934235,0.8918525,3.1522512,0.27652583,1.0545095,0.00028741203,1.247861e-05,1.2366358e-07,0.00033457534,0.0001553135,0.0002851669,9.263795e-11,3.335e-14,2.317963e-05,0.00031977767,0.014512043,0.0060165706,0.0045249886,0.0053187683,0.00743758,0.00037460576,0.00044126614,0.0007731612,3.0519e-07,0.0111802695,0.00071786233,0.0025292283,0.0030221846,0.012935404,0.00031930822,0.0017221927,0.0013352123,0.00019141096,0.00061679725,3.3685148e-05,0.000856225,2.8244049e-06,9.025859e-09,0.0126984455,0.0015147392,0.0060849846,1.9636789e-06,0.0064773234,0.004821934,0.00035900425,0.00035840194,0.00010606031,1.4810635e-06,0.00017309225,0.00037208298,0.0048369733,6.980376e-05,0.0002148492,1.0
-1561.7295,1.6171643,0.73159796,2.364826,0.18760619,1.197861,0.44305328,0.38600937,0.44030702,0.0030912338,1.8514835,0.52939963,0.048382543,0.8655766,0.5714888,1.7726058,13.226706,0.2981579,0.45902774,0.46554965,0.22675736,5.9665084,0.80886704,0.26571485,0.6392043,3.6969464,0.76436746,1.8599277,1.1251013e-05,6.0771896e-08,1.18646355e-07,1.312752e-07,4.0251516e-07,9.121208e-06,2.2916613e-10,6.5459678e-12,5.481713e-08,9.9072546e-05,0.009997273,0.003446143,0.00023269249,0.0002960467,0.0050088237,1.1074373e-08,5.489866e-05,4.476225e-05,5.170316e-09,0.007310441,0.00019204084,0.0014491072,0.0013654365,0.0095493775,5.2378613e-08,0.0006387057,0.00029373824,5.0740333e-08,3.0190478e-05,4.1446032e-08,2.1949966e-06,4.9585303e-08,2.2921574e-08,0.010273688,0.00014322129,0.0020962358,8.599539e-08,0.0034761925,0.0012932759,4.46461e-09,4.053197e-06,1.089704e-07,4.3850385e-08,3.501096e-05,0.00019537548,0.002120214,2.547823e-08,6.4519654e-08,2.0
-2100.4214,1.3601978,0.15810476,1.7464105,0.026207143,1.2408631,0.42816243,0.15589671,0.20799735,0.0031024138,1.7709918,0.5672762,0.022527898,0.6270527,1.6065022,1.1430129,4.612324,0.23928264,0.16718201,0.85592574,0.6562827,3.7987697,0.98814434,0.43701747,0.11576846,9.627283,0.69942474,0.2104803,0.0041230656,0.0009925237,0.0020154477,0.00304838,0.0067089726,0.005884039,2.906e-14,0.0,0.0007863922,0.0044270265,0.02793126,0.013460768,0.008080974,0.0044465805,0.008883114,3.6223333e-05,0.0021909683,0.0037239906,3.3967743e-05,0.01791938,0.0030925972,0.0060898736,0.007907019,0.02058605,0.00063437095,0.0046849195,0.005398655,0.0013549434,0.0048899148,0.0019221323,0.008726233,0.0012145215,0.00020958943,0.023763686,0.0040797424,0.016147863,0.00035163516,0.015219114,0.0034863465,6.0696665e-09,0.0034762293,0.003872232,0.001897199,0.0023253055,0.0042560203,0.013933229,0.0010249407,0.0010754223,3.0
-2535.0474,1.4404806,0.00577166,2.2988553,0.14127114,1.3205702,0.22599323,0.31937298,0.17388715,0.0029118636,1.1063915,0.580578,0.019734299,0.73668236,1.7141145,1.1680446,9.043143,0.20610386,0.51315695,0.15850605,0.6203822,5.135989,0.3100072,0.781671,0.30397105,4.8857765,0.6846233,0.93562144,0.00025878023,2.4833566e-06,1.4311232e-07,0.0004417081,0.0002823481,0.0003281044,1.2824862e-10,5.169e-14,5.8566254e-08,0.0003270815,0.016103659,0.0069826716,0.0014811594,0.0014952744,0.0025822925,1.1303623e-08,0.0003089035,0.00081032317,4.057075e-09,0.010302769,0.00077652634,0.002122257,0.0031541903,0.014193941,4.8329957e-06,0.0020332956,0.0023190903,0.00021024865,0.0009180967,2.7594102e-05,0.0009213747,8.9916604e-05,2.0367278e-08,0.012149637,0.0011466976,0.00676661,7.0572675e-08,0.006690994,0.00057270663,4.97649e-09,0.0003066015,0.00022326031,2.9376931e-06,0.00013830636,0.0008531947,0.00514925,0.00012290574,0.000102571095,4.0
-642.1639,1.249349,0.6608925,1.5793965,0.0010212269,1.0766056,0.3553571,0.17945346,0.4543035,0.0023563122,0.5524339,0.5337866,0.09742735,0.2733713,0.38742697,1.5944263,2.4640253,0.12558244,0.3214227,0.6080334,0.34090525,0.9115628,0.67733467,0.32095343,0.34319246,4.549907,0.43030542,1.6438925,0.00026242057,1.0367681e-06,1.2686016e-07,0.00027745703,0.00033855275,0.00034968695,1.6285627e-10,4.813e-14,5.7613977e-07,0.00045373786,0.013708078,0.0062225624,0.0042461953,0.0055549317,0.0063590803,0.00035000985,0.000170963,0.00029895222,4.3651527e-09,0.010510824,0.0008291435,0.0019461995,0.0026015516,0.016464548,0.00033219936,0.0017872426,0.0015855347,0.00010087913,0.0010651962,0.00013153264,0.0013426068,9.491308e-05,2.0594067e-05,0.012527626,0.0010869172,0.00537606,7.465548e-08,0.006207757,0.005594857,7.3157866e-09,0.00018563333,0.00033645588,6.288757e-05,0.00042091106,0.0017587144,0.006937471,7.4806725e-05,8.191729e-05,5.0
-1107.0157,1.1720685,0.3142264,2.1991837,0.13730037,1.1144508,0.2936169,0.19466768,0.19036871,0.0031043445,0.92432463,0.5194663,0.025892625,0.40022543,1.1816325,1.7918528,5.5394926,0.06854226,0.5874852,0.5804155,0.32270455,8.322191,0.39022946,0.61495745,0.7643657,6.1483126,0.52286375,1.4191973,0.00028205526,1.3922451e-05,4.651325e-06,0.0004073171,0.00038588376,0.0002967957,2.1107072e-10,6.504e-14,6.988929e-07,0.00040187573,0.014328515,0.0058314884,0.0013191276,0.0050919587,0.0062431674,0.00012794808,0.00023507219,0.0004895591,6.5512675e-09,0.011012669,0.0008484277,0.0023125254,0.0030183727,0.013568961,6.5211902e-06,0.0018626335,0.0017059197,0.00014955696,0.0010939209,6.4909684e-05,0.001228453,7.601277e-05,2.9001626e-08,0.01271973,0.0011848635,0.005845797,1.9918546e-06,0.0066571347,0.0023872457,9.187986e-09,0.0003506757,0.00037907262,6.407837e-05,0.00037225583,0.0010291605,0.00529157,0.00014467616,0.00016360768,6.0
-527.8612,1.3685719,0.35318735,2.330057,0.28985083,1.3007579,0.08052626,0.3913481,0.37416357,0.0026946026,0.2916185,0.5486497,0.068168014,0.7589824,1.3993317,1.3752074,12.785068,0.16204117,0.33930972,0.12970008,0.41041434,0.28845,0.26403207,0.48331898,0.56509835,1.4385774,0.6497856,1.4938475,4.3403565e-05,1.9089384e-08,4.0906453e-08,2.555829e-05,1.7328135e-05,7.929018e-06,4.6687054e-11,1.522e-14,1.61367e-08,3.407553e-05,0.010226186,0.004011826,0.0005154261,0.0006471942,0.0028691234,3.71321e-09,4.7171154e-05,0.00023449298,1.5810249e-09,0.0070863813,0.00026894858,0.0017190559,0.0018879505,0.009504785,8.666623e-09,0.0012160982,0.00059446244,4.5640267e-05,0.00014743033,1.641256e-08,4.5375177e-06,1.41243195e-08,3.4032235e-09,0.009217354,0.0003711215,0.0028092016,2.8148548e-08,0.005245522,0.00026626725,1.6889233e-09,6.46517e-05,7.152698e-06,1.6437916e-08,2.2675774e-08,2.591918e-05,0.0017761525,8.432115e-09,1.3457661e-06,7.0
-2175.7917,1.8176239,0.4786012,2.0476682,0.28501424,1.4580109,0.15627451,0.1519748,0.2612357,0.0025008556,1.0735272,0.57607406,0.056273486,0.2761659,1.5532441,1.2656323,9.804187,0.24830936,0.6231262,0.53306115,0.41999903,3.7693534,0.73220575,0.9170264,0.44788182,3.0402741,0.999,1.1315132,0.00042654242,4.660611e-05,3.0528e-05,0.0007839789,0.0005379976,0.00054102135,7.863685e-11,3.217e-14,2.6168277e-07,0.0005813502,0.015502576,0.006979674,0.0020123168,0.005098082,0.0070163044,0.0003555382,0.0004597596,0.0008390566,5.4419934e-07,0.010543703,0.001075161,0.0022387716,0.0031864513,0.012444963,0.00032548813,0.0020400423,0.0022774492,0.00039933895,0.0011606619,4.4616012e-05,0.0011371286,0.00014562125,9.62309e-09,0.012884984,0.0015996166,0.007300446,3.0122267e-06,0.0072790864,0.0028049015,2.1454567e-09,0.00039420466,0.00033054376,5.5470264e-05,0.0001134447,0.0007760166,0.005204001,0.00025873625,0.00017110714,8.0
-2605.0046,1.9314884,0.60523975,2.1777897,0.18257743,1.1905519,0.41360947,0.29368827,0.48344812,0.002671157,1.3291616,0.59858346,0.028214842,0.6826267,2.3958926,1.0870463,11.851642,0.1695061,0.27794376,0.60403377,0.5668989,4.938256,0.6720056,0.67695105,0.19519395,4.257791,0.9676927,0.5150045,0.001510964,0.00013632566,0.00022672147,0.0018479272,0.0020440465,0.0018077964,1.0346035e-10,4.504e-14,7.771146e-05,0.0012149686,0.020353379,0.008956188,0.0034941991,0.0021436962,0.004870081,7.933447e-09,0.0010201002,0.0018799097,3.0947533e-09,0.014841235,0.0015195438,0.003214708,0.005203606,0.015596956,8.710022e-05,0.0028289917,0.00397099,0.00065700465,0.0025164713,0.00010119211,0.0039180997,0.00060904014,2.2198057e-08,0.017963244,0.0028612623,0.0119433105,3.6612117e-05,0.011260936,0.0014790996,3.27852e-09,0.0013929175,0.0008137015,0.00013689244,0.00056586834,0.0013628927,0.008963043,0.00032457183,0.0005477658,9.0
-4199.056,1.6264503,0.29445264,2.0371687,0.27381867,1.2675625,0.08958102,0.20433544,0.37154534,0.0023811797,0.3042155,0.5830102,0.09892103,0.30026007,2.2174203,1.2344273,3.272437,0.09213564,0.41938618,0.66465694,0.79972535,0.97254205,0.3830704,0.26860636,0.32424855,4.284997,0.6708266,0.815608,0.0005883551,9.5261974e-05,9.423486e-05,0.0012693198,0.00067981856,0.0006998296,1.0018515e-10,4.533e-14,1.4749637e-05,0.0009253441,0.017200945,0.007892509,0.0031845507,0.0021729425,0.0050733667,9.009673e-09,0.0005819898,0.001025831,4.5064517e-06,0.011598977,0.0014876942,0.0029551915,0.0038304143,0.014046991,7.692252e-05,0.002792763,0.002701096,0.0005803397,0.0018864803,0.0003976956,0.0023558422,0.00012445761,1.0437967e-08,0.014516014,0.0024524676,0.009316858,4.416503e-05,0.009324955,0.0014465173,4.715985e-09,0.0010367907,0.0005578681,0.0002573649,0.00015102985,0.00084351783,0.006930454,0.00038100526,0.00040645967,0.0
-9921.345,1.9160718,0.8488491,1.6275628,0.28800365,1.2968943,0.01852546,0.38527423,0.14016415,0.0030825876,0.77809674,0.5951996,0.0014052484,0.23392293,1.9453566,1.6406422,5.117084,0.0857649,0.17871888,0.3878273,0.27251792,7.381802,0.5077538,0.4878915,0.55031586,1.4083384,0.999,1.4096798,3.1843134e-05,1.7384735e-08,4.2819696e-08,2.8833349e-05,3.3067834e-05,3.463688e-06,4.0695003e-11,1.49e-14,2.0070312e-08,3.986461e-05,0.011436841,0.0038797627,0.008348318,0.0060461056,0.0070840367,0.0006363374,4.9977752e-05,0.0003925193,1.6399591e-09,0.008913636,0.0003966235,0.001995924,0.0023833252,0.012101143,0.00040644148,0.0010268071,0.0006045439,1.2936712e-05,0.00023920613,5.24409e-08,0.00033318732,1.2708294e-08,3.6923333e-09,0.009945662,0.00038373965,0.0032536706,2.5260226e-08,0.0076773106,0.0079174265,2.7146767e-09,5.087864e-05,1.3232526e-05,2.551803e-07,2.1413848e-08,1.4097021e-05,0.0019266494,8.1826395e-09,4.0037437e-05,1.0
-2826.4534,1.8031131,0.8518138,2.4708314,0.18760619,1.197861,0.3491981,0.38465607,0.44030702,0.0030912338,1.8514835,0.5326912,0.062264126,0.8655766,0.54994655,1.8198438,14.7812605,0.2963311,0.62018484,0.33507243,0.14237554,5.9560995,0.7149648,0.9111364,0.75770336,1.0170132,0.57509214,1.8015774,1.4777036e-05,1.6779603e-08,3.4166096e-08,3.850457e-08,1.8925438e-07,2.5693067e-05,1.4341903e-10,8.206291e-12,1.6494674e-08,1.720704e-05,0.009665021,0.003541383,0.00022448682,0.00033536393,0.0053666243,3.1931633e-09,2.612047e-05,0.00012533939,1.5813484e-09,0.0076351687,0.00019840249,0.0015022783,0.0014902116,0.009719912,1.2101032e-08,0.0005636074,0.00037874034,5.4739817e-06,4.5540505e-06,1.13694e-08,4.2544257e-06,1.4377472e-08,5.6785154e-09,0.009774194,0.00029687365,0.001828606,2.3254968e-08,0.004904537,7.793672e-05,1.21613e-09,4.2069532e-05,2.991635e-08,1.2076905e-08,7.4765785e-07,0.00014426104,0.0024212007,6.97644e-09,1.8023435e-08,2.0
-1496.4852,1.4262537,0.14538218,1.6971751,0.026207143,1.2408631,0.3411464,0.1453712,0.20799735,0.0031024138,1.7709918,0.5745926,0.050575454,0.6270527,1.5527292,1.0861982,3.732915,0.27123773,0.19742377,0.85225767,0.7252823,1.2276284,0.9872309,0.06807888,0.11528269,8.873378,0.28416413,0.28092754,0.003186849,0.00060452055,0.0013103778,0.0034421564,0.0048762453,0.0043261196,2.6486742e-13,0.0,0.0005736842,0.003541187,0.02628631,0.012253917,0.0070089223,0.004219516,0.007824651,1.31512625e-05,0.0014686862,0.0025366205,4.7967744e-05,0.016352242,0.002984008,0.005164169,0.0068558017,0.021412797,0.0003180613,0.0035512955,0.00450023,0.0014948017,0.003951395,0.0017710681,0.0068492377,0.00093097345,0.00020630074,0.021654563,0.0043287645,0.016212074,0.00017004654,0.014879814,0.0026504407,5.420346e-09,0.0030332936,0.0028282201,0.001211753,0.0020353822,0.0036924907,0.012818405,0.0008840411,0.00074429624,3.0
