like1,PARM1,PARM5,PARM12,PARM15,PARM16,PARM17,PARM20,PARM22,PARM23,PARM25,PARM34,PARM39,PARM40,PARM42,PARM44,PARM49,PARM50,PARM51,PARM61,PARM73,PARM83,PARM87,PARM88,PARM89,PARM90,PARM91,PARM92,chain
-6510.2627,1.9088266,0.12124288,1.9631587,0.07689114,1.0348252,0.013092228,0.33456248,0.40002206,0.002949593,0.3566744,0.5846304,0.02504414,0.5363007,1.7391404,1.2905446,4.035556,0.21825056,0.87965906,0.29466143,0.33733255,0.9703189,0.4865928,0.13496792,0.1426747,6.741374,0.60613424,1.3395838,1.0
-4929.959,1.3479893,0.53850263,1.6139923,0.011970824,1.2040578,0.22136955,0.22876821,0.26725328,0.0031675138,0.8544209,0.5725111,0.000582954,0.91922736,0.87309456,1.5643148,1.7212139,0.24286985,0.6380285,0.74018043,0.5013927,7.9200583,0.9635922,0.4599788,0.5844194,6.002373,0.21767007,0.5969191,2.0
-2522.5557,1.4179115,0.75946784,1.5774137,0.18652804,1.0134841,0.30556592,0.05169692,0.35721105,0.0031982607,1.6290549,0.5722953,0.01605051,0.9262611,1.8047168,1.2272717,9.832742,0.20336236,0.5397879,0.5478072,0.5277966,2.1256635,0.6573663,0.05796854,0.31769782,9.068479,0.23368578,1.3919383,3.0
-3435.7788,1.6098366,0.6985676,1.5968602,0.19983356,1.3403118,0.3499293,0.27658027,0.23868278,0.0024848923,1.8706481,0.5981028,0.019470762,0.5261938,2.2012515,1.0352856,14.337412,0.08302814,0.12014292,0.19339441,0.75860816,5.1946735,0.6884687,0.7389699,0.15979083,8.856114,0.6082525,0.3200883,4.0
-2292.1099,1.3369434,0.32740182,1.7299093,0.19092605,1.1823024,0.47045416,0.15896308,0.20169692,0.0028859566,1.817879,0.5343692,0.017073845,0.38107896,0.88243234,1.0497084,4.939003,0.24325179,0.38097513,0.6283505,0.34577903,2.6538239,0.18479048,0.84918004,0.22367395,9.782463,0.39537746,1.0544263,5.0
-1651.6353,1.8515645,0.52864105,2.4706588,0.056521002,1.4071302,0.12764932,0.3302857,0.2864059,0.0031450912,0.49627727,0.54125357,0.0734927,0.58505464,1.7663256,1.9311589,0.4875513,0.16556221,0.58010954,0.90462106,0.49441305,3.2488983,0.37112814,0.19511984,0.5418873,3.4761057,0.83076984,1.5097628,6.0
-1947.2385,1.5582078,0.30789495,2.2248232,0.044063166,1.4805855,0.15011449,0.17463778,0.050760604,0.0023191778,1.1321698,0.55660164,0.09981435,0.020570386,1.5873936,1.6869735,10.06988,0.08894176,0.21120507,0.7413535,0.35409042,9.436104,0.23598576,0.38616472,0.84464514,2.272544,0.97745216,0.30931795,7.0
-3445.8892,1.4011465,0.93928456,2.2358623,0.040947396,1.4892608,0.4312971,0.23738024,0.08076683,0.0030061265,1.1317738,0.51839405,0.051958375,0.42308822,1.2371408,1.9752513,2.211995,0.14094123,0.63667685,0.66841257,0.7293565,9.310478,0.6793278,0.8180839,0.83033854,5.4677324,0.4073536,1.2326868,8.0
-45482.42,1.2861868,0.569429,2.1738462,0.28401622,1.1471397,0.36656144,0.26389,0.45319244,0.0023994837,0.5188006,0.5387636,0.069700114,0.41532886,1.1660938,1.3458647,12.5093975,0.19690196,0.7229661,0.053473633,0.8434823,5.3943954,0.5073729,0.8297768,0.55315155,4.7934723,0.09675603,1.682884,9.0
-5259.5728,1.3906771,0.0047924565,2.230847,0.03962079,1.0037782,0.06377806,0.11852237,0.40238723,0.0028960903,0.028688744,0.5077834,0.065139316,0.14939137,1.722763,1.3698826,11.106278,0.29647562,0.8716809,0.22359884,0.32273948,6.853579,0.34118167,0.13730286,0.1812688,5.759672,0.65224594,1.0525936,0.0
-15296.268,1.731186,0.8109937,2.2199602,0.13475738,1.3261021,0.3384958,0.23485485,0.17484826,0.0026898412,1.0575416,0.5313914,0.028699236,0.16531283,2.3249147,1.8444216,3.5134506,0.21215817,0.75305706,0.14463343,0.41094828,4.8231764,0.57820743,0.46435443,0.45198184,6.186142,0.80217373,1.4952013,1.0
-3192.236,1.2965064,0.26689625,1.7550232,0.05070012,1.2118717,0.18377165,0.26724398,0.33673963,0.0031847216,0.549086,0.5500728,0.008648923,0.81139535,0.5373363,1.8964901,2.9004455,0.28029573,0.68400174,0.71598536,0.48015177,9.440947,0.737826,0.5485567,0.53253925,1.567153,0.1958512,0.76610225,2.0
-6025.178,1.2830315,0.75946784,1.5774137,0.18652804,1.5,0.2803258,0.05169692,0.35721105,0.003184627,1.6290549,0.5507556,0.01605051,0.9262611,1.8047168,2.0,13.594421,0.20336236,0.5397879,0.5478072,0.5277966,5.5422373,0.6573663,0.05796854,0.31769782,3.360291,0.23368578,1.3919383,3.0
-11227.778,1.2333372,0.6985676,1.5968602,0.19983356,1.2791573,0.12482687,0.27658027,0.23868278,0.0025145002,1.8706481,0.5303664,0.019470762,0.5261938,2.2012515,1.7547148,4.224088,0.08302814,0.12014292,0.19339441,0.75860816,9.391529,0.6884687,0.7389699,0.15979083,5.867216,0.6082525,0.3200883,4.0
-6240.4985,1.190512,0.32740182,1.7299093,0.19092605,1.2838299,0.46762654,0.15896308,0.20169692,0.0027894457,1.817879,0.5140129,0.017073845,0.38107896,0.88243234,1.116176,3.6412332,0.24325179,0.38097513,0.6283505,0.34577903,7.326286,0.18479048,0.84918004,0.22367395,9.869241,0.39537746,1.0544263,5.0
-2570.4224,1.6543064,0.52864105,2.4706588,0.056521002,1.4176981,0.20267895,0.3302857,0.2864059,0.0030357114,0.49627727,0.51193756,0.0734927,0.58505464,1.7663256,1.8284357,3.8407066,0.16556221,0.58010954,0.90462106,0.49441305,6.9151115,0.37112814,0.19511984,0.5418873,1.1133251,0.83076984,1.5097628,6.0
-3060.308,1.6861998,0.30789495,2.2248232,0.044063166,1.3896469,0.10825331,0.17463778,0.050760604,0.0025711264,1.1321698,0.59890664,0.09981435,0.020570386,1.5873936,1.1728517,13.146523,0.08894176,0.21120507,0.7413535,0.35409042,7.2420917,0.23598576,0.38616472,0.84464514,4.3587813,0.97745216,0.30931795,7.0
-3819.618,1.4618086,0.93928456,2.2358623,0.040947396,1.3283244,0.4288106,0.23738024,0.08076683,0.002882771,1.1317738,0.53182524,0.051958375,0.42308822,1.2371408,1.977765,1.5939463,0.14094123,0.63667685,0.66841257,0.7293565,8.96678,0.6793278,0.8180839,0.83033854,3.9217355,0.4073536,1.2326868,8.0
-5123.877,1.1605713,0.3492387,2.3018365,0.2501537,1.0121052,0.42497283,0.29536104,0.46665102,0.0026277876,0.16888805,0.53188276,0.06616815,0.3551461,0.9515431,1.098475,9.361548,0.25709906,0.8261777,0.22780962,0.8411653,6.1669855,0.2991379,0.6389615,0.668403,7.317733,0.114179745,1.819338,9.0
-1186756.5,1.2044487,0.05406037,2.2371042,0.0036714575,1.0849112,0.15742277,0.11947057,0.40238723,0.0029864952,0.058483448,0.5031439,0.073448606,0.23872079,1.3258628,1.4551749,9.326945,0.27001286,0.8716809,0.22359884,0.32273948,6.853579,0.34118167,0.27402952,0.3287574,5.063017,0.49847242,0.9613724,0.0
-780.3006,1.6185044,0.08823103,1.761178,0.13971834,1.4542418,0.18859725,0.20984784,0.17484826,0.0028678223,0.606543,0.5126009,0.05307541,0.7160114,1.7432575,1.307179,8.449845,0.05,0.75305706,0.14463343,0.41094828,1.8644706,0.57820743,0.047146697,0.6986097,7.035179,0.27979994,1.792381,1.0
-5237.068,1.3990995,0.2833842,1.5948751,0.089783326,1.2953594,0.18518156,0.29046088,0.33673963,0.00290075,1.0554863,0.58501107,0.009229255,0.80426526,0.7619161,1.7467799,6.0441847,0.21649164,0.68400174,0.71598536,0.48015177,9.440947,0.737826,0.5948823,0.53066397,1.5420064,0.33869618,0.35171872,2.0
-14620.338,1.5440452,0.8481426,1.8240688,0.1862459,1.088575,0.25455204,0.08262664,0.35721105,0.0030305646,1.3676648,0.5718571,0.03519364,0.81346035,1.8171391,1.5145577,9.219762,0.18850023,0.5397879,0.5478072,0.5277966,2.1256635,0.6573663,0.0032332463,0.633407,6.641442,0.28174582,1.6467496,3.0
-8085.4297,1.7469809,0.5224156,1.8479532,0.23335664,1.2668012,0.27620187,0.29587606,0.23868278,0.0023772314,1.4571273,0.5862488,0.036913607,0.17853947,2.477212,1.0890448,12.595956,0.11508181,0.12014292,0.19339441,0.75860816,5.1946735,0.6884687,0.6964173,0.12264932,8.9812355,0.77507544,0.51596624,4.0
-2335.1992,1.3657488,0.42564815,1.6589109,0.14744154,1.225469,0.44599295,0.15011546,0.20169692,0.0031409808,1.9366928,0.53578675,0.0054705944,0.6612294,0.71636945,1.3017128,0.11996094,0.24609798,0.38097513,0.6283505,0.34577903,2.6538239,0.18479048,0.71137434,0.30472758,8.87888,0.3706169,1.1611787,5.0
-37162.38,1.9901088,0.90727335,2.285788,0.09203215,1.4707509,0.18486626,0.30332318,0.2864059,0.003128159,1.3767483,0.5611697,0.057273928,0.6549353,2.4465454,1.8085663,1.9043521,0.0875597,0.58010954,0.90462106,0.49441305,3.2488983,0.37112814,0.1807071,0.45072788,6.3091736,0.9897266,1.4225883,6.0
-26512.654,1.6215374,0.19282298,2.4702153,0.05733319,1.4909314,0.16749616,0.21604401,0.050760604,0.0023606026,0.7845016,0.53538895,0.0764828,0.18043277,1.3817333,1.7240647,7.953669,0.11201658,0.21120507,0.7413535,0.35409042,9.436104,0.23598576,0.45978475,0.8723499,1.6834371,0.95423436,0.7278875,7.0
-6890.2646,1.3581499,0.8730862,2.059829,0.029601082,1.4101758,0.4789283,0.22222833,0.08076683,0.0027752575,1.7178912,0.5238138,0.04771835,0.21538955,1.2671889,1.825622,4.080125,0.09409505,0.63667685,0.66841257,0.7293565,9.310478,0.6793278,0.9610801,0.7717607,6.408858,0.58266616,0.53008336,8.0
-936.6267,1.4326879,0.3493639,2.0017557,0.29865146,1.0035309,0.31776342,0.3027879,0.46665102,0.002465763,0.33543226,0.5631426,0.028417787,0.44985983,1.0477072,1.1676487,12.83902,0.29374498,0.8261777,0.22780962,0.8411653,6.4607215,0.2991379,0.7097465,0.42362234,4.890201,0.013887072,1.7110096,9.0
-22044.697,1.3906771,0.0047924565,2.230847,0.0058615496,1.0037782,0.06377806,0.11852237,0.40238723,0.0028960903,0.028688744,0.5077834,0.065139316,0.14939137,1.722763,1.5318913,11.106278,0.29647562,0.8716809,0.40604442,0.32273948,6.853579,0.34118167,0.13730286,0.13165675,5.759672,0.65224594,1.9517248,0.0
-4221.0757,1.6185044,0.08823103,1.761178,0.18638773,1.4542418,0.18859725,0.20984784,0.17484826,0.0028678223,0.606543,0.5126009,0.05307541,0.7160114,1.7432575,1.986483,8.449845,0.05,0.75305706,0.26194486,0.41094828,1.8644706,0.57820743,0.047146697,0.7258401,7.035179,0.27979994,0.9089262,1.0
-2348.9375,1.2965064,0.26689625,1.7550232,0.028592918,1.2118717,0.18377165,0.26724398,0.33673963,0.0031847216,0.549086,0.5500728,0.008648923,0.81139535,0.5373363,1.6311207,2.9004455,0.28029573,0.68400174,0.7836167,0.48015177,9.440947,0.737826,0.5485567,0.85097325,1.567153,0.1958512,0.8841833,2.0
-3310.923,1.4179115,0.75946784,1.5774137,0.18756238,1.0134841,0.30556592,0.05169692,0.35721105,0.0031982607,1.6290549,0.5722953,0.01605051,0.9262611,1.8047168,1.7170218,9.832742,0.20336236,0.5397879,0.8715096,0.5277966,2.1256635,0.6573663,0.05796854,0.78883696,9.068479,0.23368578,1.5222232,3.0
-3291.6868,1.6098366,0.6985676,1.5968602,0.24046141,1.3403118,0.3499293,0.27658027,0.23868278,0.0024848923,1.8706481,0.5981028,0.019470762,0.5261938,2.2012515,1.1975317,14.337412,0.08302814,0.12014292,0.55868477,0.75860816,5.1946735,0.6884687,0.7389699,0.2855794,8.856114,0.6082525,0.28973934,4.0
-6723.2617,1.3369434,0.32740182,1.7299093,0.046711884,1.1823024,0.47045416,0.15896308,0.20169692,0.0028859566,1.817879,0.5343692,0.017073845,0.38107896,0.88243234,1.7099167,4.939003,0.24325179,0.38097513,0.14178158,0.34577903,2.6538239,0.18479048,0.84918004,0.20421393,9.782463,0.39537746,0.20233011,5.0
-16948.74,1.8515645,0.52864105,2.4706588,0.057191312,1.4071302,0.12764932,0.3302857,0.2864059,0.0031450912,0.49627727,0.54125357,0.0734927,0.58505464,1.7663256,1.9942858,0.4875513,0.16556221,0.58010954,0.9084881,0.49441305,3.2488983,0.37112814,0.19511984,0.48369142,3.4761057,0.83076984,1.8165158,6.0
-4562.0156,1.5582078,0.30789495,2.2248232,0.08881365,1.4805855,0.15011449,0.17463778,0.050760604,0.0023191778,1.1321698,0.55660164,0.09981435,0.020570386,1.5873936,1.8907204,10.06988,0.08894176,0.21120507,0.41863236,0.35409042,9.436104,0.23598576,0.38616472,0.6138167,2.272544,0.97745216,0.9052318,7.0
-8300.6,1.4011465,0.93928456,2.2358623,0.20042093,1.4892608,0.4312971,0.23738024,0.08076683,0.0030061265,1.1317738,0.51839405,0.051958375,0.42308822,1.2371408,1.2514973,2.211995,0.14094123,0.63667685,0.23717076,0.7293565,9.310478,0.6793278,0.8180839,0.7859703,5.4677324,0.4073536,1.7023206,8.0
-5972.4326,1.4332849,0.3492387,2.3018365,0.25594732,1.1013703,0.31706694,0.29536104,0.46665102,0.002477239,0.16888805,0.55051893,0.06616815,0.3551461,0.9515431,1.0209863,10.613098,0.25709906,0.8261777,0.408626,0.8411653,6.4607215,0.2991379,0.6389615,0.6111561,3.4867425,0.114179745,0.860315,9.0
-6769.7266,1.5068659,0.36410645,1.9595422,0.27196476,1.2170911,0.22135644,0.24436042,0.30388936,0.0024682586,0.36869952,0.5643321,0.090793386,0.10015502,1.7402658,1.4481866,1.2497197,0.097534336,0.4048694,0.80156374,0.7493399,2.7782233,0.35938576,0.35560545,0.45060736,5.99203,0.6987167,0.9456327,0.0
-3677.3757,1.6212416,0.89111996,1.5994158,0.16438709,1.0390673,0.17845853,0.2756311,0.21749675,0.0026952887,0.19067176,0.5729714,0.065692134,0.29280424,1.9208366,1.081574,6.6396523,0.16217244,0.7558825,0.12975115,0.68450135,7.2484903,0.4632765,0.27442834,0.5231839,2.854854,0.45867234,0.7926985,1.0
-111321.69,1.4303905,0.80668956,2.1295018,0.24890032,1.1751881,0.4035845,0.34169066,0.4224214,0.0029590114,1.8289078,0.508246,0.082870156,0.56563723,0.6970669,1.9126054,11.990207,0.27644625,0.6847916,0.37938234,0.1831394,5.5311103,0.83294874,0.73208606,0.7506936,3.7111132,0.36200154,1.8210362,2.0
-14121.737,1.2589209,0.09657956,1.778614,0.07686387,1.3173896,0.31086442,0.18339512,0.17969066,0.0030428362,1.4681828,0.5559044,0.03784416,0.6393358,1.3164682,1.175301,5.2574763,0.25516564,0.19194542,0.8818933,0.6141274,1.8619304,0.92114854,0.10495682,0.16373537,9.093444,0.5397607,0.2523732,3.0
-3423.6865,1.9169738,0.45378104,2.3220518,0.026036745,1.3653266,0.2658722,0.08331694,0.091062546,0.0025402075,1.6320195,0.5902309,0.02906924,0.3731217,2.1197772,1.3476602,3.9848053,0.22907452,0.82724595,0.29803365,0.82103294,8.124597,0.18023168,0.464353,0.22962506,7.6028776,0.7919812,0.4277274,4.0
-3836.5203,1.0938735,0.6288522,1.6887374,0.19445749,1.129154,0.35531706,0.1144686,0.37930736,0.0026102061,0.92245466,0.51728106,0.07428628,0.90574634,0.51581603,1.8192246,9.20664,0.07703374,0.55375487,0.44817826,0.40531924,4.5887017,0.63725793,0.21319377,0.37917545,8.344969,0.19409196,1.4838029,5.0
-5260.982,1.189712,0.16282997,1.8574413,0.0543598,1.2660434,0.12969051,0.21388166,0.13852692,0.0031258299,0.7539215,0.52575827,0.009481068,0.19605188,0.8681417,1.6422298,2.5144646,0.13844159,0.48610538,0.7102618,0.32942224,8.988174,0.0957659,0.8143756,0.8097294,6.729119,0.61784244,1.2995809,6.0
-2755.0046,1.3404686,0.26035902,2.410535,0.22303699,1.414039,0.04092252,0.37285835,0.347325,0.002792627,0.56444716,0.534724,0.046633918,0.8183033,1.1040076,1.5530107,13.343133,0.18094353,0.3270864,0.2060491,0.26253223,0.96830857,0.26521787,0.92200905,0.6709522,1.9713464,0.90538555,1.6535195,7.0
-3929.7036,1.8176239,0.7166396,2.0476682,0.10942816,1.4580109,0.08441329,0.1519748,0.2612357,0.0023897204,1.0735272,0.5451598,0.056273486,0.4661624,1.5532441,1.7347624,7.885151,0.20453122,0.6231262,0.53306115,0.4585695,3.7693534,0.73220575,0.56899434,0.59793085,4.4669766,0.105139606,1.1315132,8.0
-3166.0593,1.7089025,0.5526606,2.2244415,0.13832821,1.0858029,0.4591973,0.3069232,0.46001026,0.0028762866,1.2767875,0.58085704,0.01849313,0.7193611,2.2750325,1.2646086,10.607533,0.11598302,0.26560804,0.6182472,0.5372714,6.493988,0.55037594,0.6492459,0.30347896,5.249389,0.2741705,0.60164714,9.0
-828.0813,1.5579615,0.39690477,2.149842,0.27381867,1.2675625,0.19362554,0.29530406,0.37154534,0.0023811797,0.3042155,0.56704247,0.095949374,0.30026007,1.8237089,1.417015,4.512179,0.110289335,0.35724196,0.6383496,0.72905886,0.1297404,0.41471955,0.389042,0.4025305,4.510388,0.79143864,1.0691831,0.0
-36321.586,1.7577542,0.90338314,1.6926546,0.18411471,1.0180054,0.21656233,0.22656637,0.254922,0.0024639564,0.2612491,0.57945,0.07835251,0.39363506,2.027845,1.1600176,7.771068,0.14242083,0.8869524,0.18329631,0.748762,7.650924,0.4210353,0.21703921,0.44634563,2.8831499,0.41927573,0.87651306,1.0
-3662.414,1.3769213,0.6780452,2.2589452,0.18760619,1.197861,0.44305328,0.34188244,0.44030702,0.0031380402,1.8514835,0.50175375,0.05469997,0.68508774,0.5714888,1.9992443,13.226706,0.27522674,0.5948164,0.46554965,0.13774237,6.7666297,0.7961488,0.93054837,0.78217596,4.460684,0.29911882,1.8599277,2.0
-1187192.5,1.232228,0.21426715,1.5705485,0.085136026,1.3008103,0.22333412,0.17374106,0.098238245,0.002985792,1.1322129,0.553382,0.052939463,0.5004741,1.1975219,1.115892,3.9088187,0.26977563,0.34638378,0.72909594,0.66137284,2.1081197,0.89317125,0.02058633,0.22913541,8.324993,0.6012134,0.30923975,3.0
-2626.2905,1.4404806,0.00577166,2.2988553,0.14127114,1.3205702,0.22599323,0.31937298,0.17388715,0.0029118636,1.1063915,0.580578,0.019734299,0.73668236,1.7141145,1.1680446,9.043143,0.20610386,0.51315695,0.15850605,0.6203822,5.135989,0.3100072,0.7959325,0.30397105,4.8857765,0.36820352,0.93562144,4.0
-2690.8457,1.0448748,0.6000228,1.5602539,0.26954356,1.0766056,0.33951077,0.1654189,0.4543035,0.0025709863,0.5524339,0.50811446,0.095317796,0.8099486,0.38742697,1.8509302,8.333623,0.068040535,0.4300013,0.6080334,0.38233155,2.9603038,0.6940216,0.1763107,0.44899553,7.874496,0.16665976,1.6438925,5.0
-37182.66,1.0797164,0.59162045,1.8726139,0.19977012,1.0395393,0.03703274,0.38007882,0.256282,0.0031280802,0.6285642,0.5081125,0.04413559,0.123009674,0.6820893,1.3764857,5.2897873,0.07023358,0.41886133,0.53678757,0.19139527,8.029859,0.378292,0.62517077,0.66865146,1.7797512,0.28934973,1.6812168,6.0
-547.6136,1.3685719,0.35318735,2.330057,0.28985083,1.3007579,0.08052626,0.3913481,0.37416357,0.0026946026,0.2916185,0.5486497,0.068168014,0.7589824,1.3993317,1.3752074,12.785068,0.16204117,0.33930972,0.12970008,0.41041434,0.28845,0.26403207,0.7634271,0.56509835,1.4385774,0.99829215,1.4938475,7.0
-27543.639,1.7405857,0.82443374,1.8035172,0.100685306,1.3675915,0.18767326,0.063076116,0.27221337,0.002333426,1.1905264,0.53906345,0.06531987,0.49517998,1.3632814,1.8222531,6.667372,0.17017502,0.69554394,0.6184809,0.50929296,5.012672,0.84630424,0.3420036,0.51035935,6.5878725,0.15799446,1.0783213,8.0
-6974.365,1.7385104,0.71991485,2.1387208,0.14721683,1.0007883,0.41266283,0.29644617,0.4831584,0.0029169624,1.671973,0.57209474,0.029780598,0.64209515,2.1356077,1.3730421,10.183356,0.14534712,0.3716749,0.6741727,0.5096325,7.9821987,0.7269438,0.5890285,0.32737544,5.7628574,0.11379168,0.65069973,9.0
-20392.723,1.492982,0.5737728,1.9512091,0.29485974,1.295252,0.12852362,0.21958865,0.38867417,0.0024087848,0.13816664,0.5404352,0.08026074,0.25587162,1.3341528,1.6863812,3.6537435,0.099663064,0.42249218,0.7159175,0.65337294,1.1532921,0.5363746,0.23768368,0.5095754,4.9728103,0.7114723,1.370348,0.0
-3426.7166,1.0751753,0.7832437,1.8518602,0.24728172,1.2541492,0.124589555,0.2216218,0.14480926,0.0026587637,0.38052994,0.52082753,0.061303273,0.23702915,0.7182418,1.203623,4.8900905,0.26644552,0.5274317,0.35534772,0.5392495,3.144256,0.80590206,0.32816312,0.6399727,3.222047,0.5619705,0.9900666,1.0
-42743.6,1.5049378,0.89284205,2.1847658,0.17645381,1.2465075,0.39825273,0.2887187,0.46750513,0.002980728,1.8401742,0.5095961,0.06715941,0.59544647,0.5233579,1.8105898,12.829869,0.27472055,0.62807494,0.59042096,0.118994184,6.3379574,0.9367674,0.8569438,0.8776192,4.336174,0.21434405,1.9276206,2.0
-2031.126,1.3601978,0.15810476,1.7464105,0.026207143,1.2408631,0.42816243,0.15589671,0.20799735,0.0031024138,1.7709918,0.5672762,0.022527898,0.6270527,1.6065022,1.1430129,4.612324,0.23928264,0.16718201,0.85592574,0.6562827,3.7987697,0.98814434,0.06807888,0.11576846,9.627283,0.29609078,0.2104803,3.0
-3122.5156,1.4264829,0.026894564,2.254966,0.15117376,1.3457628,0.28139982,0.30339098,0.17742474,0.0028973299,1.3396615,0.57451135,0.03689181,0.7276954,1.55401,1.2267202,8.455909,0.24592134,0.5222958,0.25136518,0.65670353,3.779821,0.52263254,0.6381937,0.24177548,5.821142,0.31622648,0.89277965,4.0
-4742.3955,1.1620755,0.9445571,1.5157502,0.2681032,1.0446765,0.36792913,0.15348281,0.4954036,0.0025247014,0.74561477,0.50149554,0.0955679,0.8528248,0.3168195,1.956959,10.377064,0.10583412,0.55104566,0.54273546,0.30176204,3.6159415,0.9144949,0.13716827,0.518805,7.0910273,0.014841329,1.7298592,5.0
-3194.3262,1.1298047,0.41400304,1.9554348,0.035643645,1.0465784,0.38008547,0.12730981,0.21504644,0.0029851913,1.0010215,0.51451993,0.035998467,0.24821648,0.8518278,1.8668709,1.9838423,0.056916542,0.58116513,0.7222099,0.30190024,8.539923,0.5174257,0.25602055,0.6948578,7.0857368,0.19088499,1.4644719,6.0
-2204.8965,1.4480579,0.36800528,2.4710858,0.27417284,1.2565669,0.124917515,0.3747225,0.39219633,0.002789241,0.44145876,0.5571964,0.046072066,0.8762166,1.5922856,1.3415676,14.877417,0.15265687,0.3951132,0.12895745,0.36692038,2.5766509,0.15872225,0.9809764,0.5737735,1.4334902,0.82497865,1.5424377,7.0
-13891.683,1.7558014,0.86061734,1.9348577,0.096814856,1.4328873,0.077830814,0.15540414,0.22189048,0.002499745,1.1744128,0.5293696,0.057578918,0.45742092,1.1601921,1.8195089,9.075317,0.2540055,0.7833564,0.3955135,0.360372,5.432774,0.80627656,0.6103351,0.73098636,3.9061913,0.037570447,1.3611941,8.0
-3949.214,1.5723288,0.2811742,2.190775,0.11441629,1.070529,0.4218912,0.31634483,0.3737645,0.0029955485,1.0273616,0.5954916,0.0014548725,0.666923,2.3876057,1.0559875,8.402061,0.08430866,0.21142401,0.5869916,0.6161077,7.281916,0.29003134,0.67427146,0.24012989,5.9067674,0.4179421,0.437394,9.0
