like1,PARM1,PARM5,PARM12,PARM15,PARM16,PARM17,PARM20,PARM22,PARM23,PARM25,PARM34,PARM39,PARM40,PARM42,PARM44,PARM49,PARM50,PARM51,PARM61,PARM73,PARM83,PARM87,PARM88,PARM89,PARM90,PARM91,PARM92,chain
-1187.9164,1.6453669,0.7312757,2.3925838,0.2577214,1.2877533,0.15588856,0.35372573,0.37154534,0.0024701152,1.286765,0.5061788,0.07493659,0.8114016,0.46551272,1.6257571,9.18024,0.23246652,0.425667,0.4448055,0.2635408,1.1523085,0.28825554,0.753596,0.60583305,5.0895686,0.2674928,1.953604,0.0
-1413.8633,1.2331314,0.2115964,1.9869121,0.20930898,1.0810786,0.008818331,0.36673734,0.14016415,0.0025272155,2.0,0.59616894,0.044819225,0.29254305,2.4251678,1.42814,8.165363,0.25843954,0.8497973,0.2844812,0.38874546,4.8938956,0.292325,0.51339406,0.1,9.99,0.032115825,0.1,1.0
-48787.93,1.1860604,0.5228671,2.4615757,0.14393653,1.1687707,0.48803234,0.39246404,0.44030702,0.0030680008,1.1775463,0.5417601,0.093462035,0.9051506,0.66241175,1.7726058,14.5798855,0.28606087,0.47928223,0.3050766,0.237115,1.2645357,0.8609449,0.62101245,0.6360684,1.6191438,0.14718303,1.6697087,2.0
-5574.4355,1.6617175,0.059562117,1.8790405,0.025200928,1.2199835,0.36254287,0.22195332,0.20799735,0.002876117,1.6577178,0.5856506,0.050575454,0.830142,1.5288862,1.0861982,4.2312703,0.26264778,0.14637522,0.94076085,0.809775,1.2276284,0.86322546,0.1593089,0.23202176,8.8029375,0.2565684,0.29773852,3.0
-10942.756,2.0,0.39729083,2.2582695,0.209621,1.3504392,0.24673314,0.34311825,0.25924608,0.003091427,1.0258666,0.5339405,0.01978824,0.19616139,1.8520826,1.1715088,9.335348,0.27717558,0.19119571,0.27770868,0.63867533,4.8378506,0.6568993,0.43761635,0.46428755,2.154022,0.4831891,1.0591316,4.0
-1979.5201,1.1607307,0.871809,1.9949077,0.04945793,1.3129622,0.19960286,0.1577028,0.4543035,0.002406223,1.7169363,0.51579684,0.09742735,0.48284903,2.3214648,1.5944263,13.016276,0.12558244,0.19251211,0.9120385,0.34090525,0.9115628,0.4204594,0.036870975,0.43732584,9.656747,0.43030542,1.2125305,5.0
-1729.0442,1.0562493,0.48619044,2.255127,0.22228414,1.4530104,0.052078873,0.21789803,0.18389744,0.0023,0.4848047,0.5396579,0.01694252,0.54141396,2.4623978,1.7124038,8.593466,0.059981775,0.12837495,0.4998412,0.33572674,7.7577314,0.91622573,0.55002725,0.30136704,7.3331337,0.8597251,0.18211845,6.0
-624023.75,1.3544886,0.40641046,2.3362868,0.2790489,1.3426502,0.026850484,0.38187236,0.37416357,0.0024419979,0.25231507,0.52947086,0.068168014,0.85132456,0.80527824,1.3752074,11.704703,0.16204117,0.35859668,0.051355742,0.41041434,0.28845,0.10585953,0.49299043,0.6658679,1.4052854,0.6497856,1.9810296,7.0
-26350.879,1.8808812,0.2432375,2.052251,0.2962749,1.4806404,0.22632387,0.184855,0.27063122,0.0027992881,1.9648833,0.5885642,0.056273486,0.58988,2.1448288,1.2656323,10.706006,0.24830936,0.63401836,0.4567879,0.6171899,3.7693534,0.9846038,0.99611384,0.39197198,5.105756,0.999,0.5697897,8.0
-75370.52,1.6091644,0.80312294,1.9392359,0.2750203,1.4043273,0.4792658,0.34043688,0.27406052,0.0032,1.9309669,0.5530925,0.0147667555,0.92071736,0.4955524,1.043274,13.588253,0.21990053,0.1761917,0.68953335,0.78403884,5.7396264,0.91646785,0.40438884,0.38975912,2.357105,0.9884984,1.5853355,9.0
-901.9846,1.7930456,0.6155443,2.149842,0.12354968,1.2967232,0.105590865,0.29767582,0.31081042,0.0023346455,1.8523098,0.5266875,0.07493659,0.7856469,0.71781105,1.6671847,1.2789167,0.27711272,0.20855075,0.65650165,0.29052094,3.9878337,0.50046515,0.11679956,0.4025305,9.590507,0.2674928,1.4246453,0.0
-16156.119,1.2331314,0.2115964,1.9869121,0.2423311,1.1120517,0.008818331,0.3782706,0.13990298,0.0025272155,1.4912723,0.595239,0.044819225,0.2440144,2.4251678,1.4196873,9.604731,0.2467474,0.8514145,0.08158079,0.3831991,4.0422173,0.292325,0.49588686,0.1,7.54458,0.032115825,0.1,1.0
-3822.2708,1.4099627,0.73159796,2.364826,0.20757948,1.2439065,0.44305328,0.39028966,0.4537555,0.0030912338,1.078553,0.52378064,0.093462035,0.8183239,0.48956642,1.7626809,13.861945,0.2899403,0.47296536,0.28163147,0.18511653,0.2831473,0.8690671,0.82693404,0.6392043,1.1300945,0.14718303,1.8599277,2.0
-1485.4026,1.4262537,0.14538218,1.8712409,0.07762175,1.2683985,0.37258375,0.16402285,0.08783944,0.0031318907,1.8745198,0.5963584,0.050575454,0.87132424,1.5527292,1.0247748,4.009425,0.2311527,0.25914803,0.8515203,0.8855058,4.0639424,0.9872309,0.14887224,0.14683339,9.428326,0.2565684,0.15461709,3.0
-2005.0214,1.2331511,0.08163767,2.4156682,0.11064892,1.2234827,0.23510654,0.34086004,0.16384639,0.0030683745,1.7537457,0.59014785,0.01978824,0.7220645,1.2260596,1.0162977,12.018681,0.29398948,0.5553142,0.22789818,0.792067,7.7510433,0.47947657,0.64983296,0.39416522,7.754277,0.4831891,0.90770715,4.0
-8487.368,1.249349,0.6608925,1.5793965,0.07173873,1.032306,0.3553571,0.24624927,0.42583954,0.0023563122,0.23548101,0.5143986,0.09742735,0.36344728,0.38742697,1.7787085,3.8550086,0.08860152,0.332718,0.434034,0.2058922,1.8600506,0.67733467,0.15075627,0.34319246,4.047231,0.43030542,1.6438925,5.0
-7933.5654,1.298607,0.26421267,2.305494,0.24023135,1.3730853,0.3092716,0.24449559,0.3644448,0.0031250783,0.4988762,0.5228605,0.01694252,0.21698157,1.5954428,1.9792355,4.171764,0.16914897,0.21718693,0.6061386,0.15989387,4.805121,0.2111159,0.24595965,0.6562027,4.984224,0.8597251,1.421869,6.0
-1309.5347,1.3685719,0.35318735,2.330057,0.23840939,1.4465739,0.08052626,0.39579853,0.3246851,0.0026946026,0.8225797,0.5818084,0.068168014,0.86634636,1.3993317,1.0071225,14.222024,0.24819049,0.36826915,0.054013863,0.68301755,1.3850471,0.26403207,0.68891495,0.56509835,1.4815872,0.6497856,1.4938475,7.0
-29791.393,1.8750229,0.43069017,1.8546499,0.22135822,1.4865587,0.18362649,0.2536855,0.20615728,0.0024912504,1.5954869,0.59913284,0.056273486,0.53980905,1.537023,1.317341,10.276689,0.27235064,0.7765224,0.25517026,0.5291169,3.313676,0.955104,0.9028284,0.44788182,4.8985724,0.999,1.1315132,8.0
-1261.4982,1.8299493,0.46723574,2.1332893,0.18914153,1.3170711,0.39307073,0.1812035,0.2995912,0.0029061574,1.9883357,0.59684885,0.0147667555,0.5967066,2.3193822,1.0591472,8.341841,0.27885893,0.2757736,0.920106,0.89437354,3.9271123,0.91900116,0.69443566,0.12556472,6.9357433,0.9884984,0.11275985,9.0
-2386.7087,1.7930456,0.6155443,2.149842,0.27282947,1.4501641,0.32606646,0.28948346,0.37154534,0.0023346455,1.7339442,0.5312006,0.07493659,0.8378112,0.71781105,1.8779624,6.346534,0.23246652,0.26197377,0.5557941,0.2635408,1.1523085,0.50046515,0.74336106,0.4025305,6.944346,0.2674928,1.4246453,0.0
-16215.063,1.2331314,0.2115964,1.9869121,0.27246034,1.157336,0.20142399,0.36673734,0.14016415,0.0025272155,2.0,0.59616894,0.044819225,0.29254305,2.4251678,1.8886331,8.165363,0.25843954,0.8929326,0.2844812,0.38874546,4.8938956,0.292325,0.51339406,0.1,9.99,0.032115825,0.1,1.0
-3920.8872,1.4099627,0.73159796,2.364826,0.195317,1.2054721,0.48377234,0.3781856,0.44030702,0.0030912338,1.1705673,0.52939963,0.093462035,0.8655766,0.48956642,1.8217877,13.226706,0.28606087,0.448361,0.46554965,0.237115,1.2645357,0.8690671,0.6582294,0.6392043,2.3615303,0.14718303,1.8599277,2.0
-2006.7821,1.4262537,0.14538218,1.8712409,0.09079651,1.3276174,0.47711185,0.22208884,0.20799735,0.0031318907,1.9491279,0.5766662,0.050575454,0.932856,1.5527292,1.3751948,3.732915,0.26264778,0.28524804,0.85225767,0.809775,1.2276284,0.9872309,0.06807888,0.14683339,9.614786,0.2565684,0.15461709,3.0
-843.87177,1.2331511,0.08163767,2.4156682,0.13219413,1.417761,0.27897197,0.37250876,0.25924608,0.0030683745,1.7531157,0.5634127,0.01978824,0.9515533,1.2260596,1.2862028,12.529619,0.27717558,0.12241573,0.122343935,0.63867533,4.8378506,0.47947657,0.6478718,0.39416522,5.0424194,0.4831891,0.90770715,4.0
-5768.274,1.249349,0.6608925,1.5793965,0.14125247,1.0877322,0.222502,0.17945346,0.4543035,0.0023563122,0.5524339,0.5337866,0.09742735,0.2733713,0.38742697,1.8572574,2.4640253,0.12558244,0.52120334,0.6080334,0.34090525,0.9115628,0.67733467,0.32095343,0.34319246,4.549907,0.43030542,1.6438925,5.0
-2126.6792,1.298607,0.26421267,2.305494,0.04162714,1.1509367,0.46329993,0.21865736,0.18389744,0.0031250783,0.6444132,0.53848785,0.01694252,0.44350123,1.5954428,1.9701855,8.961513,0.059981775,0.58160955,0.5382234,0.33572674,7.7577314,0.2111159,0.3628705,0.6562027,5.3474836,0.8597251,1.421869,6.0
-579.7253,1.3685719,0.35318735,2.330057,0.2522072,1.3654438,0.100774325,0.3913481,0.37416357,0.0026946026,0.2916185,0.5486497,0.068168014,0.7589824,1.3993317,1.1688019,12.785068,0.16204117,0.6487798,0.12970008,0.41041434,0.28845,0.26403207,0.48331898,0.56509835,1.4385774,0.6497856,1.4938475,7.0
-6218.038,1.8750229,0.43069017,1.8546499,0.2609645,1.4904885,0.3823679,0.15344152,0.27063122,0.0024912504,1.6278799,0.5916645,0.056273486,0.48612148,1.537023,1.0507386,7.5972767,0.24830936,0.66820705,0.53306115,0.6171899,3.7693534,0.955104,0.9170264,0.44788182,4.944345,0.999,1.1315132,8.0
-1440.9253,1.8299493,0.46723574,2.1332893,0.19892794,1.2199152,0.37341622,0.2143908,0.27406052,0.0029061574,1.8410798,0.5813486,0.0147667555,0.5848485,2.3193822,1.1298727,9.172915,0.21990053,0.28812554,0.7554654,0.78403884,5.7396264,0.91900116,0.7196423,0.12556472,7.037534,0.9884984,0.11275985,9.0
-22082.26,1.7930456,0.6155443,2.149842,0.27381867,1.3889964,0.105590865,0.28948346,0.37154534,0.0023346455,1.7339442,0.5312006,0.07493659,0.29697505,0.71781105,1.6257571,6.346534,0.23246652,0.35724196,0.5557941,0.37077188,1.1523085,0.50046515,0.74336106,0.4025305,6.944346,0.2674928,1.2121047,0.0
-9614.151,1.2331314,0.2115964,1.9869121,0.20930898,1.0810786,0.008818331,0.36673734,0.14016415,0.0025272155,2.0,0.59616894,0.044819225,0.51675934,2.4251678,1.42814,8.165363,0.25843954,0.8497973,0.2844812,0.25828883,4.8938956,0.292325,0.51339406,0.1,9.99,0.032115825,1.745758,1.0
-2209.3357,1.4099627,0.73159796,2.364826,0.18760619,1.197861,0.44305328,0.3781856,0.44030702,0.0030912338,1.1705673,0.52939963,0.093462035,0.8822847,0.48956642,1.7726058,13.226706,0.28606087,0.45902774,0.46554965,0.106239475,1.2645357,0.8690671,0.6582294,0.6392043,2.3615303,0.14718303,0.9193819,2.0
-3182.0195,1.4262537,0.14538218,1.8712409,0.0302472,1.1885797,0.37258375,0.22208884,0.20799735,0.0031318907,1.9491279,0.5766662,0.050575454,0.8220748,1.5527292,1.0861982,3.732915,0.26264778,0.13728103,0.85225767,0.6856379,1.2276284,0.9872309,0.06807888,0.14683339,9.614786,0.2565684,0.89880407,3.0
-20688.592,1.2331511,0.08163767,2.4156682,0.15962364,1.3109008,0.23510654,0.37250876,0.25924608,0.0030683745,1.7531157,0.5634127,0.01978824,0.7857361,1.2260596,1.1715088,12.529619,0.27717558,0.4148366,0.122343935,0.24036956,4.8378506,0.47947657,0.6478718,0.39416522,5.0424194,0.4831891,0.4445384,4.0
-5479.552,1.249349,0.6608925,1.5793965,0.0010212269,1.0766056,0.3553571,0.17945346,0.4543035,0.0023563122,0.5524339,0.5337866,0.09742735,0.011644869,0.38742697,1.5944263,2.4640253,0.12558244,0.3214227,0.6080334,0.46819496,0.9115628,0.67733467,0.32095343,0.34319246,4.549907,0.43030542,0.87723196,5.0
-5873.528,1.298607,0.26421267,2.305494,0.06492297,1.0544596,0.3092716,0.21865736,0.18389744,0.0031250783,0.6444132,0.53848785,0.01694252,0.46986994,1.5954428,1.7124038,8.961513,0.059981775,0.54850656,0.5382234,0.3078033,7.7577314,0.2111159,0.3628705,0.6562027,5.3474836,0.8597251,1.879057,6.0
-2042.9844,1.3685719,0.35318735,2.330057,0.28985083,1.3007579,0.08052626,0.3913481,0.37416357,0.0026946026,0.2916185,0.5486497,0.068168014,0.59741426,1.3993317,1.3752074,12.785068,0.16204117,0.33930972,0.12970008,0.7608329,0.28845,0.26403207,0.48331898,0.56509835,1.4385774,0.6497856,1.6992542,7.0
-998.6008,1.8750229,0.43069017,1.8546499,0.28501424,1.4809761,0.18362649,0.15344152,0.27063122,0.0024912504,1.6278799,0.5916645,0.056273486,0.5362808,1.537023,1.2656323,7.5972767,0.24830936,0.6231262,0.53306115,0.1884063,3.7693534,0.955104,0.9170264,0.44788182,4.944345,0.999,0.10262109,8.0
-16197.029,1.8299493,0.46723574,2.1332893,0.18797475,1.287004,0.39307073,0.2143908,0.27406052,0.0029061574,1.8410798,0.5813486,0.0147667555,0.34518823,2.3193822,1.043274,9.172915,0.21990053,0.30247664,0.7554654,0.7027993,5.7396264,0.91900116,0.7196423,0.12556472,7.037534,0.9884984,1.1733977,9.0
-1777.7816,1.7930456,0.8032657,2.149842,0.23244207,1.3889964,0.105590865,0.28948346,0.37154534,0.0023625784,1.7339442,0.5312006,0.07493659,0.8378112,0.71781105,1.6257571,8.582676,0.23246652,0.26865923,0.3966272,0.2635408,2.947205,0.7164387,0.74336106,0.6513768,6.944346,0.2674928,1.4246453,0.0
-1750.9493,1.2331314,0.3215279,1.9869121,0.20260984,1.0810786,0.008818331,0.36673734,0.14016415,0.002440095,2.0,0.59616894,0.044819225,0.29254305,2.4251678,1.42814,7.4738183,0.25843954,0.7089049,0.29742163,0.38874546,3.3314998,0.058192343,0.51339406,0.123919815,9.99,0.032115825,0.1,1.0
-91218.28,1.4099627,0.5152164,2.364826,0.079519026,1.197861,0.44305328,0.3781856,0.44030702,0.0028596057,1.1705673,0.52939963,0.093462035,0.8655766,0.48956642,1.7726058,14.601201,0.28606087,0.5703908,0.45596468,0.237115,4.95622,0.7117553,0.6582294,0.7749692,2.3615303,0.14718303,1.8599277,2.0
-823.4145,1.4262537,0.1479043,1.8712409,0.043045837,1.1885797,0.37258375,0.22208884,0.20799735,0.0027793692,1.9491279,0.5766662,0.050575454,0.932856,1.5527292,1.0861982,2.0292523,0.26264778,0.19046456,0.8160263,0.809775,2.4609828,0.8217342,0.06807888,0.21348386,9.614786,0.2565684,0.15461709,3.0
-4474.788,1.2331511,0.051441155,2.4156682,0.03678767,1.3109008,0.23510654,0.37250876,0.25924608,0.0030620347,1.7531157,0.5634127,0.01978824,0.9515533,1.2260596,1.1715088,9.069551,0.27717558,0.22284938,0.25552252,0.63867533,2.27575,0.85226375,0.6478718,0.18157595,5.0424194,0.4831891,0.90770715,4.0
-17632.107,1.249349,0.28490254,1.5793965,0.004780597,1.0766056,0.3553571,0.17945346,0.4543035,0.002466965,0.5524339,0.5337866,0.09742735,0.2733713,0.38742697,1.5944263,4.858117,0.12558244,0.29635808,0.2779047,0.34090525,2.0166066,0.43801156,0.32095343,0.3076008,4.549907,0.43030542,1.6438925,5.0
-1820.3535,1.298607,0.1921231,2.305494,0.018981712,1.0544596,0.3092716,0.21865736,0.18389744,0.003031281,0.6444132,0.53848785,0.01694252,0.44350123,1.5954428,1.7124038,6.5300717,0.059981775,0.8544671,0.6241422,0.33572674,9.439468,0.22652946,0.3628705,0.4052082,5.3474836,0.8597251,1.421869,6.0
-3022.4075,1.3685719,0.22152114,2.330057,0.2986658,1.3007579,0.08052626,0.3913481,0.37416357,0.0024819009,0.2916185,0.5486497,0.068168014,0.7589824,1.3993317,1.3752074,12.225782,0.16204117,0.6210356,0.21935347,0.41041434,0.41058898,0.09620008,0.48331898,0.5503559,1.4385774,0.6497856,1.4938475,7.0
-808.15454,1.8750229,0.81456745,1.8546499,0.21532123,1.4809761,0.18362649,0.15344152,0.27063122,0.0029022165,1.6278799,0.5916645,0.056273486,0.5362808,1.537023,1.2656323,0.8992381,0.24830936,0.4077015,0.601512,0.1884063,2.7373378,0.53618807,0.9170264,0.16382885,4.944345,0.999,0.10262109,8.0
-1297.2935,1.8299493,0.9002499,2.1332893,0.21035713,1.287004,0.39307073,0.2143908,0.27406052,0.0031866496,1.8410798,0.5813486,0.0147667555,0.5848485,2.3193822,1.043274,11.47844,0.21990053,0.24986899,0.51342833,0.78403884,2.3128543,0.00396,0.7196423,0.5730178,7.037534,0.9884984,0.11275985,9.0
-9776.404,1.7930456,0.6155443,2.203363,0.1842431,1.3889964,0.105590865,0.28948346,0.37154534,0.0023346455,1.7339442,0.5267337,0.07493659,0.8378112,0.71781105,1.6257571,6.346534,0.15728427,0.5247777,0.5557941,0.2635408,1.1523085,0.24605216,0.74336106,0.4025305,8.732071,0.6885899,1.4246453,0.0
-16212.36,1.2331314,0.2115964,1.8199908,0.27155247,1.0810786,0.008818331,0.36673734,0.14016415,0.0025272155,2.0,0.5699344,0.044819225,0.29254305,2.4251678,1.42814,8.165363,0.27282903,0.84477067,0.2844812,0.38874546,4.8938956,0.4841977,0.51339406,0.1,7.997736,0.22563085,0.1,1.0
-4017.98,1.4099627,0.73159796,2.0516136,0.16572991,1.197861,0.44305328,0.3781856,0.44030702,0.0030912338,1.1705673,0.5012311,0.093462035,0.8655766,0.48956642,1.7726058,13.226706,0.23931381,0.29228592,0.46554965,0.237115,1.2645357,0.8765404,0.6582294,0.6392043,1.5882981,0.2150679,1.8599277,2.0
-10961.024,1.4262537,0.1479043,1.8717817,0.038284495,1.1885797,0.37258375,0.22208884,0.20799735,0.0027793692,1.9491279,0.56967026,0.050575454,0.932856,1.5527292,1.0861982,2.0292523,0.1405289,0.20446472,0.8160263,0.809775,2.4609828,0.72939944,0.06807888,0.21348386,8.351557,0.88935286,0.15461709,3.0
-1521.7683,1.2331511,0.08163767,2.0892754,0.0982501,1.3109008,0.23510654,0.37250876,0.25924608,0.0030683745,1.7531157,0.58824027,0.01978824,0.9515533,1.2260596,1.1715088,12.529619,0.22950733,0.28592739,0.122343935,0.63867533,4.8378506,0.88797116,0.6478718,0.39416522,7.956804,0.65226555,0.90770715,4.0
-23711.855,1.249349,0.6608925,1.5146153,0.13598934,1.0766056,0.3553571,0.17945346,0.4543035,0.0023563122,0.5524339,0.5479685,0.09742735,0.2733713,0.38742697,1.5944263,2.4640253,0.05147367,0.12674403,0.6080334,0.34090525,0.9115628,0.78081644,0.32095343,0.34319246,5.4158382,0.99869055,1.6438925,5.0
-7712.139,1.298607,0.26421267,2.0806665,0.054135572,1.0544596,0.3092716,0.21865736,0.18389744,0.0031250783,0.6444132,0.5013291,0.01694252,0.44350123,1.5954428,1.7124038,8.961513,0.12519443,0.23887208,0.5382234,0.33572674,7.7577314,0.44474256,0.3628705,0.6562027,2.2188983,0.9213149,1.421869,6.0
-1066.6691,1.3685719,0.35318735,2.453378,0.21864106,1.3007579,0.08052626,0.3913481,0.37416357,0.0026946026,0.2916185,0.5615788,0.068168014,0.7589824,1.3993317,1.3752074,12.785068,0.2027838,0.3734355,0.12970008,0.41041434,0.28845,0.05280971,0.48331898,0.56509835,2.4550288,0.708165,1.4938475,7.0
-751.80457,1.8750229,0.81456745,1.7946016,0.11163993,1.4809761,0.18362649,0.15344152,0.27063122,0.0029022165,1.6278799,0.5089668,0.056273486,0.5362808,1.537023,1.2656323,0.8992381,0.16663405,0.6878406,0.601512,0.1884063,2.7373378,0.44784492,0.9170264,0.16382885,6.191008,0.15902473,0.10262109,8.0
-1332.1548,1.8299493,0.46723574,2.4860842,0.13918883,1.287004,0.39307073,0.2143908,0.27406052,0.0029061574,1.8410798,0.5524788,0.0147667555,0.5848485,2.3193822,1.043274,9.172915,0.20213883,0.4611972,0.7554654,0.78403884,5.7396264,0.89705247,0.7196423,0.12556472,5.9303927,0.8496068,0.11275985,9.0
-685.3226,1.7545418,0.6155443,2.129152,0.23047161,1.3356631,0.059122432,0.22491169,0.27545464,0.0023393673,1.5535899,0.5312006,0.04770402,0.6759537,1.1733326,1.6049227,4.774486,0.23246652,0.35724196,0.5842109,0.29950488,3.437535,0.25034022,0.74336106,0.4025305,6.944346,0.56121695,1.2736081,0.0
-13511.239,1.4655104,0.2115964,1.8872892,0.2197684,1.0722535,0.06354879,0.30337948,0.14574414,0.002461299,1.9688632,0.59616894,0.042999342,0.15022479,2.1745741,1.3839978,6.9430656,0.25843954,0.8497973,0.5045738,0.44612414,5.26113,0.4493405,0.51339406,0.1,9.99,0.21180843,0.42723447,1.0
-3466.4634,1.2892588,0.73159796,1.568981,0.0809314,1.0182631,0.2879869,0.18138203,0.48163366,0.002727061,1.4467207,0.52939963,0.07731793,0.3812404,1.1458883,1.9993104,2.4675934,0.28606087,0.45902774,0.9349936,0.17373241,1.8400887,0.6861228,0.6582294,0.6392043,2.3615303,0.10699517,1.9914374,2.0
-3760.6248,1.3881601,0.1479043,1.7585574,0.026543882,1.1259669,0.3371721,0.20070621,0.0978017,0.0027828005,1.8214488,0.5766662,0.020660443,0.72299445,2.409188,1.1362586,1.4587283,0.26264778,0.19046456,0.820982,0.80588,4.806734,0.7835102,0.06807888,0.21348386,9.614786,0.40618798,0.81720316,3.0
-6340.0405,1.041453,0.08163767,2.1949027,0.053923853,1.2586651,0.32983732,0.34394214,0.3572272,0.0029301797,1.4544185,0.5634127,0.069221996,0.5385553,0.97341186,1.3471586,12.481315,0.27717558,0.4148366,0.3174385,0.75558066,0.9371383,0.4468874,0.6478718,0.39416522,5.0424194,0.27016917,0.12279663,4.0
-2209.9465,1.2160763,0.6608925,1.5323962,0.07419453,1.0999719,0.46501163,0.1527262,0.48119658,0.0025853224,0.36243457,0.5337866,0.08764762,0.40295264,0.6163747,1.6004906,0.78419566,0.12558244,0.3214227,0.67022663,0.29497156,0.45311144,0.7677817,0.32095343,0.34319246,4.549907,0.27614146,1.7526448,5.0
-5531.9756,1.3590738,0.26421267,2.073694,0.017493537,1.0237921,0.43143815,0.13646291,0.25930017,0.00300403,0.32301497,0.53848785,0.03873549,0.43409157,1.1424098,1.7357947,5.058763,0.059981775,0.54850656,0.7819567,0.37038842,5.9664297,0.39589113,0.3628705,0.6562027,5.3474836,0.90272677,1.6446742,6.0
-692.62646,1.4200383,0.35318735,2.395038,0.29687023,1.3141878,0.2427258,0.39156726,0.45042098,0.0027430484,0.428605,0.5486497,0.07728887,0.9981916,1.1549944,1.2565167,14.171147,0.16204117,0.33930972,0.27129704,0.6189421,1.3214782,0.6098091,0.48331898,0.56509835,1.4385774,0.72397864,1.5950694,7.0
-11541.078,1.3373572,0.81456745,2.3548996,0.26448002,1.1875907,0.32290936,0.19865507,0.39758825,0.0024113483,1.8938981,0.5089668,0.020086952,0.6290055,1.5333378,1.0504341,13.787574,0.16663405,0.6878406,0.90805334,0.4862747,3.9815552,0.70488745,0.9170264,0.16382885,6.191008,0.8219785,0.347879,8.0
-8866.506,1.7116326,0.46723574,2.1889408,0.2025203,1.3022661,0.43014935,0.26236126,0.3845229,0.0028195872,1.4608302,0.5813486,0.03043347,0.7456987,1.7515972,1.0108303,11.4547415,0.21990053,0.30247664,0.6278345,0.89403874,3.830754,0.9715164,0.7196423,0.12556472,7.037534,0.8918701,0.66002804,9.0
-1633.5385,1.9894269,0.6155443,2.149842,0.27381867,1.3889964,0.105590865,0.20661005,0.23646837,0.002702394,1.7526695,0.5312006,0.07493659,0.8378112,0.71781105,1.6257571,6.346534,0.23246652,0.35724196,0.707799,0.2635408,1.1523085,0.39308006,0.74336106,0.36427182,6.944346,0.24358971,1.4246453,0.0
-9637.57,1.9916432,0.2115964,1.9869121,0.20930898,1.0810786,0.008818331,0.37278384,0.21960445,0.0027824598,0.4734208,0.59616894,0.044819225,0.29254305,2.4251678,1.42814,8.165363,0.25843954,0.8497973,0.2254846,0.38874546,4.8938956,0.28957203,0.51339406,0.6615226,9.99,0.47930732,0.1,1.0
-4693.973,1.1934283,0.73159796,2.364826,0.18760619,1.197861,0.44305328,0.38224107,0.40193057,0.0030137866,1.2321442,0.52939963,0.093462035,0.8655766,0.48956642,1.7726058,13.226706,0.28606087,0.45902774,0.5027683,0.237115,1.2645357,0.8096993,0.6582294,0.6858985,2.3615303,0.29843646,1.8599277,2.0
-818.5312,1.4191288,0.1479043,1.8712409,0.043045837,1.1885797,0.37258375,0.21483779,0.21761535,0.0026057712,1.5555158,0.5766662,0.050575454,0.932856,1.5527292,1.0861982,2.0292523,0.26264778,0.19046456,0.93074346,0.809775,2.4609828,0.72769314,0.06807888,0.41668585,9.614786,0.4367015,0.15461709,3.0
-1740.6257,1.4444333,0.08163767,2.4156682,0.15962364,1.3109008,0.23510654,0.36418277,0.3103463,0.0031385769,1.6596503,0.5634127,0.01978824,0.9515533,1.2260596,1.1715088,12.529619,0.27717558,0.4148366,0.10415864,0.63867533,4.8378506,0.5693882,0.6478718,0.5602568,5.0424194,0.9387602,0.90770715,4.0
-933.86444,1.2264155,0.6608925,1.5793965,0.0010212269,1.0766056,0.3553571,0.18742676,0.41362676,0.0024485483,0.088165365,0.5337866,0.09742735,0.2733713,0.38742697,1.5944263,2.4640253,0.12558244,0.3214227,0.4285583,0.34090525,0.9115628,0.3064187,0.32095343,0.29945403,4.549907,0.72932804,1.6438925,5.0
-697.13293,1.0453997,0.26421267,2.305494,0.06492297,1.0544596,0.3092716,0.26296237,0.055322282,0.0031668413,0.8015154,0.53848785,0.01694252,0.44350123,1.5954428,1.7124038,8.961513,0.059981775,0.54850656,0.38442796,0.33572674,7.7577314,0.08891498,0.3628705,0.48020014,5.3474836,0.71961755,1.421869,6.0
-598.49536,1.1930213,0.35318735,2.330057,0.28985083,1.3007579,0.08052626,0.3378745,0.29381895,0.0028964255,0.682725,0.5486497,0.068168014,0.7589824,1.3993317,1.3752074,12.785068,0.16204117,0.33930972,0.06165153,0.41041434,0.28845,0.036174748,0.48331898,0.75552326,1.4385774,0.61593145,1.4938475,7.0
-779.0365,1.6470839,0.81456745,1.7946016,0.11163993,1.4809761,0.18362649,0.15787372,0.23316605,0.0028417332,1.6919414,0.5089668,0.056273486,0.5362808,1.537023,1.2656323,0.8992381,0.16663405,0.6878406,0.6357636,0.1884063,2.7373378,0.3917302,0.9170264,0.21742582,6.191008,0.29228267,0.10262109,8.0
-952.58527,1.9886642,0.46723574,2.1332893,0.18797475,1.287004,0.39307073,0.24975984,0.3839823,0.0025482636,1.1528264,0.5813486,0.0147667555,0.5848485,2.3193822,1.043274,9.172915,0.21990053,0.30247664,0.66353697,0.78403884,5.7396264,0.70522404,0.7196423,0.25474817,7.037534,0.9346246,0.11275985,9.0
-1744.059,1.4498848,0.6155443,2.149842,0.18773708,1.3126892,0.13891965,0.26976612,0.36868837,0.0029369947,1.7579529,0.5281209,0.07493659,0.99074423,1.1027457,1.6257571,6.346534,0.27953947,0.76099366,0.86484206,0.2635408,0.7013475,0.6615971,0.693777,0.46415207,6.944346,0.32591942,1.4246453,0.0
