like1,PARM12,PARM17,PARM20,PARM23,PARM40,PARM49,PARM50,PARM51,PARM90,PARM92,chain
-1254.1427,2.318524,0.3327169,0.30080077,0.00257151,0.47682038,14.392314,0.10072661,0.1261635,9.41585,0.19427118,8
-7593.2207,2.2895074,0.40092525,0.21949744,0.002533226,0.93441224,2.8386962,0.058834504,0.1487884,2.0013094,0.17965078,9
-4554.9087,1.8628098,0.33841208,0.050678477,0.002518882,0.7590682,13.600762,0.11073867,0.25299436,7.439486,0.3286022,0
-1221.8602,2.1816661,0.41994447,0.23751995,0.00230526,0.9410998,9.678478,0.1388033,0.53868663,7.772979,1.4053233,1
-15291.507,1.9942894,0.18266363,0.120680496,0.00278405,0.8533202,12.163811,0.15781997,0.8018402,8.694614,1.7023678,2
-1838.235,2.2983108,0.47477055,0.1154722,0.003143819,0.95145893,12.910689,0.27454692,0.6610933,8.339085,0.45270714,3
-73965.26,2.3116443,0.19980216,0.3588702,0.003114804,0.62265676,12.163502,0.27370596,0.3309982,1.0735286,1.8156598,4
-6378.229,2.0599642,0.14142925,0.25004703,0.002402142,0.733637,6.517616,0.26786193,0.39631185,4.2814555,0.604097,5
-3686.2249,1.5221843,0.12580009,0.119168416,0.002814205,0.78095996,9.584583,0.15679045,0.32368377,5.9579253,1.0670961,6
-2169.5945,1.9150308,0.05624824,0.22868869,0.003090145,0.5860851,7.2182336,0.091085985,0.14384753,3.4256575,0.3217946,7
-14908.227,2.318524,0.30780408,0.05906541,0.00257151,0.47682038,8.39232,0.10072661,0.1261635,3.6922622,1.289797,8
-2146.5754,2.2895074,0.2530834,0.05169884,0.002533226,0.93441224,9.716381,0.058834504,0.1487884,1.4908614,1.5465487,9
-15697.334,1.6511683,0.00165085,0.12477337,0.002839638,0.7590682,12.087574,0.14882015,0.25299436,2.0899599,0.14248952,0
-11190.451,1.7707839,0.1279007,0.13153297,0.003159741,0.9410998,2.5017242,0.086851835,0.53868663,4.955809,0.89646965,1
-3251.3972,2.267818,0.34711903,0.20896596,0.002857085,0.8533202,6.588698,0.16400643,0.8018402,1.2975268,1.2393423,2
-677.09204,2.319253,0.36720595,0.23488837,0.003173493,0.95145893,3.5840333,0.29474318,0.6610933,9.759567,1.6649343,3
-37779.816,2.0562952,0.010533915,0.2778687,0.002951726,0.62265676,0.2726302,0.2664259,0.3309982,1.9679575,1.3026658,4
-1605.0195,2.2237206,0.00922587,0.3329909,0.002571791,0.733637,0.093482636,0.20787841,0.39631185,9.715289,1.077628,5
-3820.1958,1.6013428,0.31812844,0.12009509,0.002611612,0.78095996,12.008966,0.07216452,0.32368377,5.952337,0.7766892,6
-2680.4639,1.5818607,0.059122656,0.20328856,0.003074038,0.5860851,1.1264187,0.0793288,0.14384753,2.5457134,0.90407133,7
-7779.3345,2.4698646,0.47924852,0.16765106,0.002408493,0.47682038,14.392314,0.073478,0.1261635,8.6802,0.9178642,8
-863.75494,2.035556,0.1923959,0.09913716,0.002878537,0.93441224,2.8386962,0.052363105,0.1487884,1.5415707,0.16653883,9
-1489.8531,1.8628098,0.22611107,0.12477337,0.002810168,0.9872538,12.087574,0.11073867,0.25299436,3.5115273,0.41368583,0
-1201.0999,2.1816661,0.39651537,0.13153297,0.0030623,0.5603151,2.5017242,0.1388033,0.53868663,9.598958,1.9961591,1
-611.593,1.9942894,0.12265848,0.20896596,0.002685106,0.57085764,6.588698,0.15781997,0.8018402,3.1583238,1.5244993,2
-522.19653,2.2983108,0.40966776,0.23488837,0.002692484,0.9477006,3.5840333,0.27454692,0.6610933,5.568819,1.6549803,3
-5278.1523,2.3116443,0.2086569,0.2778687,0.002842844,0.3251819,0.2726302,0.27370596,0.3309982,3.5432968,1.3155416,4
-661.749,2.0599642,0.001680138,0.3329909,0.002836474,0.67837375,0.093482636,0.26786193,0.39631185,5.9713144,1.5845106,5
-639.711,1.5221843,0.13094586,0.12009509,0.002692019,0.87960666,12.008966,0.15679045,0.32368377,8.116903,0.11710288,6
-910.1959,1.9150308,0.038653035,0.20328856,0.002791156,0.7554062,1.1264187,0.091085985,0.14384753,7.2916956,0.17345437,7
-695.1914,2.318524,0.3327169,0.16765106,0.002604968,0.55680794,14.392314,0.10072661,0.1261635,9.41585,0.19427118,8
-695.87634,2.2895074,0.40092525,0.09913716,0.002645935,0.7107845,2.8386962,0.058834504,0.1487884,2.0013094,0.17965078,9
-8062.589,1.9303582,0.14105442,0.24191134,0.003013666,0.9430409,9.813479,0.26276377,0.22305654,3.6133897,0.67736053,0
-3543.4736,2.4212317,0.4666626,0.120697096,0.002379414,0.971723,2.1270475,0.09165621,0.4492343,6.292511,1.9689862,1
-56377.45,2.2060997,0.14804825,0.24873255,0.002547411,0.62332755,4.112458,0.16755015,0.8060292,1.2745175,1.521597,2
-15955.007,2.382282,0.24743776,0.35771,0.002652387,0.77183706,0.47258863,0.24482863,0.8480035,5.1779656,1.2763292,3
-834.63,2.1154406,0.2372698,0.20921862,0.002862481,0.7531142,15.0,0.0502,0.20855433,8.052185,0.102,4
-15820.19,2.4727676,0.091102324,0.37952188,0.002452853,0.6230467,8.039728,0.2934614,0.36018306,3.6669118,1.9592868,5
-2253.9827,1.542906,0.123956054,0.06636432,0.00248957,0.876073,11.483848,0.080730855,0.26334503,9.693598,0.29147658,6
-2610.838,1.990396,0.001734256,0.2223203,0.002917726,0.500262,7.0961304,0.07049732,0.25972885,7.198738,1.0811013,7
-1355.6382,2.441338,0.2943564,0.07880384,0.002872947,0.7019879,11.899042,0.1072246,0.41644666,8.994188,0.266688,8
-25938.955,2.0089486,0.10770268,0.05664541,0.002631886,0.5747722,0.954611,0.1694999,0.8411906,1.5505987,1.0724214,9
-1854.72,1.9212314,0.2336778,0.1824822,0.003002422,0.9908475,12.659456,0.17980088,0.3178609,1.437969,0.2180511,0
-37549.715,2.4003403,0.34387913,0.25002113,0.002372398,0.9111514,6.4192095,0.23910972,0.86996585,7.4772606,0.7478391,1
-4597.4487,2.0355153,0.07569219,0.29510576,0.002797072,0.5114736,1.9665976,0.18795069,0.72117025,1.0831518,1.8512921,2
-1023.0918,1.7196419,0.30123383,0.12795097,0.002543522,0.4296327,7.090701,0.11752136,0.89669657,9.508287,1.6643088,3
-1197.5608,2.4412434,0.40468726,0.22102569,0.003118149,0.73956436,2.1495612,0.27716774,0.48223194,3.341844,1.3565387,4
-2409.7742,2.0676115,0.1004285,0.35623038,0.002618596,0.5762145,1.5263739,0.26738098,0.23265721,4.7981896,1.3968076,5
-4614.9995,1.6471387,0.32631505,0.093930975,0.002757856,0.984863,13.371263,0.06220701,0.19431622,5.8205285,0.87422687,6
-17777.842,1.639253,0.03075203,0.13378717,0.002777844,0.6328335,9.716356,0.06321062,0.2655992,9.909427,0.40967506,7
-1470.4338,2.1445248,0.19112277,0.1525182,0.002573948,0.26387727,13.919982,0.067474894,0.19743374,8.206577,0.12123769,8
-1052.2535,2.1075017,0.4575431,0.101216696,0.00248165,0.921278,7.84366,0.09326047,0.29556656,2.5994427,0.25227845,9
-2340.7773,1.8628098,0.22611107,0.08038201,0.003037298,0.9872538,12.087574,0.11073867,0.25299436,4.6701,0.41368583,0
-522.33905,2.1816661,0.39651537,0.1436515,0.002599224,0.9410998,2.5017242,0.1388033,0.53868663,1.8872366,1.9961591,1
-2272.3694,1.9942894,0.12265848,0.15668869,0.002731853,0.57085764,6.588698,0.15781997,0.8018402,5.4447603,1.5244993,2
-1755.5898,2.2983108,0.40966776,0.15548049,0.002718905,0.9477006,3.5840333,0.27454692,0.6610933,9.9815645,1.6549803,3
-2246.9614,2.3116443,0.2086569,0.070237964,0.003028493,0.62265676,0.2726302,0.27370596,0.3309982,8.497529,1.3155416,4
-321181.38,2.0599642,0.001680138,0.36456993,0.002969265,0.733637,0.093482636,0.26786193,0.39631185,1.9013529,1.5845106,5
-1549.8596,1.5221843,0.13094586,0.1855253,0.002549248,0.87960666,12.008966,0.15679045,0.32368377,8.797186,0.11710288,6
-133541.53,1.9150308,0.038653035,0.38028046,0.002983295,0.7554062,1.1264187,0.091085985,0.14384753,6.2659144,0.17345437,7
-1561.0477,2.318524,0.3327169,0.06306446,0.002697872,0.47682038,14.392314,0.10072661,0.1261635,7.2968354,0.19427118,8
-524.7962,2.2895074,0.40092525,0.17633459,0.002822351,0.93441224,2.8386962,0.058834504,0.1487884,3.4839766,0.17965078,9
-31406.664,1.59726,0.16261046,0.053154092,0.002585789,0.9025231,9.050259,0.10269595,0.1401716,6.8652115,0.84204876,0
-722.58453,2.449289,0.43320218,0.24193363,0.002651164,0.8984,5.8484325,0.19551988,0.393713,1.2857314,1.6798167,1
-1233.3048,2.2649245,0.44738862,0.053617038,0.002836529,0.33643904,9.249205,0.11704257,0.55184174,6.598913,0.1724309,2
-2003.5381,2.3091536,0.30222973,0.28562656,0.00287861,0.7869694,2.1126983,0.21743925,0.7511378,5.5999937,1.7821568,3
-2049.403,2.1863985,0.20405191,0.33856866,0.002889127,0.42659107,1.932399,0.20166706,0.19802895,7.594255,0.91705906,4
-6729.9526,2.2591076,0.10988115,0.37362847,0.002305149,0.656862,1.0168562,0.24786456,0.78149515,5.1542435,1.4805893,5
-10407.112,1.7027711,0.022682345,0.18640722,0.002381546,0.39572367,7.375635,0.1598817,0.17961976,9.092385,0.14020222,6
-2200.5085,1.7406218,0.007404008,0.16484654,0.002549041,0.72986466,4.757567,0.07484279,0.416747,7.0699816,0.29546136,7
-868.44775,2.3439693,0.23757912,0.21200164,0.002551269,0.3569137,8.81667,0.09095236,0.13959678,8.708614,0.1494155,8
-1232.5702,2.486466,0.4457234,0.17645863,0.00301008,0.8193721,7.1273746,0.109406605,0.16022776,4.528575,0.21099794,9
-6600.9375,1.8628098,0.4151879,0.12477337,0.002810168,0.73351896,9.318762,0.11073867,0.25299436,3.7330964,0.7609135,0
-5041.9087,2.1816661,0.34513867,0.1436515,0.002599224,0.58465,10.627833,0.1388033,0.53868663,6.263567,1.9937934,1
-1443.3186,1.9942894,0.4380785,0.20896596,0.002685106,0.31821853,11.401699,0.15781997,0.8018402,5.1703634,1.5459287,2
-1322.4614,2.2983108,0.3146802,0.23488837,0.002692484,0.5154031,1.9618492,0.27454692,0.6610933,7.320726,1.2589821,3
-895.42285,2.3116443,0.13677229,0.2778687,0.003114804,0.70305544,3.812235,0.27370596,0.3309982,4.1019287,1.2934711,4
-1057.946,2.0599642,0.12904459,0.3329909,0.002402142,0.6339863,0.51577985,0.26786193,0.39631185,3.3728173,1.4885129,5
-15354.137,1.5221843,0.3273996,0.12009509,0.002692019,0.9713569,13.499458,0.15679045,0.32368377,8.055431,0.27886948,6
-27462.816,1.9150308,0.011211904,0.20328856,0.002791156,0.36065334,0.9843749,0.091085985,0.14384753,9.3599205,0.6983888,7
-6298.48,2.318524,0.3337742,0.16765106,0.00257151,0.5991681,11.5110445,0.10072661,0.1261635,8.394923,1.1028467,8
-15303.296,2.2895074,0.49890032,0.17633459,0.002822351,0.8653284,2.97194,0.058834504,0.1487884,3.4482436,0.61867154,9
-2240.3088,1.8628098,0.1248904,0.08654269,0.002810168,0.62820506,12.087574,0.05379847,0.22525865,3.5115273,0.41368583,0
-325862.25,2.1816661,0.24510697,0.31078762,0.002599224,0.8966888,2.5017242,0.22054675,0.89788693,1.8872366,1.9961591,1
-1145.4333,1.9942894,0.059440166,0.3207254,0.002685106,0.7087142,6.588698,0.20527035,0.73284715,3.1583238,1.5244993,2
-2431.541,2.2983108,0.27189597,0.32655412,0.002692484,0.6910237,3.5840333,0.22776783,0.5012322,5.568819,1.6549803,3
-1629.9888,2.3116443,0.30167678,0.25777987,0.003114804,0.29459727,0.2726302,0.26534837,0.16784889,3.5432968,1.3155416,4
-2098.0098,2.0599642,0.08319564,0.29025984,0.002402142,0.92330265,0.093482636,0.28154668,0.4948541,5.9713144,1.5845106,5
-942.10767,1.5221843,0.45944053,0.12606877,0.002692019,0.85857886,12.008966,0.09408725,0.47060817,8.116903,0.11710288,6
-963.1361,1.9150308,0.020102961,0.08550561,0.002791156,0.944944,1.1264187,0.09282663,0.13802247,7.2916956,0.17345437,7
-589.8224,2.318524,0.088052385,0.16250914,0.00257151,0.34176975,14.392314,0.08789744,0.16980335,9.41585,0.19427118,8
-17752.951,2.2895074,0.46040097,0.38242808,0.002822351,0.85909855,2.8386962,0.11014193,0.39251235,3.4839766,0.17965078,9
-4797.647,1.9432725,0.43718192,0.13096018,0.003121506,0.83030874,7.956222,0.18469404,0.41638827,1.2244706,0.87095934,0
-27573.025,2.1596444,0.39410952,0.056384146,0.002560192,0.8059933,9.203198,0.1192443,0.45579976,2.1705356,1.1536969,1
-900.5691,1.9455426,0.1343842,0.21278138,0.002707202,0.7444156,2.2692018,0.16830818,0.8910145,1.3507382,1.7908318,2
-763.17474,2.2307403,0.29334855,0.13129531,0.003031949,0.96257836,4.404832,0.09539185,0.62174875,1.1257874,1.863511,3
-22467.91,2.3346925,0.14871123,0.26336133,0.00315159,0.3769221,6.076073,0.291014,0.49733338,5.499018,1.2059432,4
-2694.7278,1.754018,0.124709226,0.2882767,0.002312102,0.798012,3.6983898,0.22112961,0.36244792,7.4454737,1.2717408,5
-4164.9873,2.1725528,0.3693317,0.11776894,0.002489578,0.7469054,14.604755,0.13781844,0.3909882,5.7853045,0.9680402,6
-7640.635,2.0014732,0.08651828,0.20158173,0.002589269,0.9441798,0.08775727,0.0708209,0.1410151,6.2826962,0.4780172,7
-1522.1423,2.1163886,0.09605504,0.1760934,0.002555539,0.25225425,13.44775,0.103569254,0.1672249,8.509304,0.19127099,8
-7221.1826,2.4304492,0.41864517,0.21915114,0.002765728,0.73534554,5.6434946,0.09597617,0.32355538,3.743901,0.5302322,9
-4916.6797,1.8628098,0.22611107,0.073478416,0.002502795,0.9872538,12.087574,0.11073867,0.42084926,3.5115273,0.41368583,0
-1942.3229,2.1816661,0.39651537,0.15652223,0.002315288,0.9410998,2.5017242,0.1388033,0.63193446,1.8872366,1.9961591,1
-11393.674,1.9942894,0.12265848,0.14281784,0.002712958,0.57085764,6.588698,0.15781997,0.7927432,3.1583238,1.5244993,2
-1580.769,2.2983108,0.40966776,0.29610208,0.002487219,0.9477006,3.5840333,0.27454692,0.5506932,5.568819,1.6549803,3
-686.8577,2.3116443,0.2086569,0.2475532,0.002887781,0.62265676,0.2726302,0.27370596,0.7444708,3.5432968,1.3155416,4
-641.02515,2.0599642,0.001680138,0.34410167,0.002754432,0.733637,0.093482636,0.26786193,0.11162037,5.9713144,1.5845106,5
-3782.5696,1.5221843,0.13094586,0.0759145,0.002315324,0.87960666,12.008966,0.15679045,0.6552354,8.116903,0.11710288,6
-10212.508,1.9150308,0.038653035,0.35238984,0.002388101,0.7554062,1.1264187,0.091085985,0.39684668,7.2916956,0.17345437,7
-1427.5303,2.318524,0.088052385,0.18549779,0.002661815,0.34176975,14.392314,0.08789744,0.16571835,9.41585,0.19427118,8
-591.5749,2.2895074,0.40092525,0.1282298,0.002988765,0.93441224,2.8386962,0.058834504,0.29331982,3.4839766,0.17965078,9
-2373.0303,1.8628098,0.372319,0.12477337,0.00285648,0.5175045,1.2941213,0.11073867,0.25299436,2.5899508,0.41368583,0
-645.9487,2.1816661,0.43879205,0.1436515,0.00275268,0.80551445,2.2520392,0.1388033,0.53868663,2.8770363,1.9961591,1
-1890.2424,1.9942894,0.13228899,0.20896596,0.002463922,0.41232756,4.532415,0.15781997,0.8018402,5.8808594,1.5244993,2
-12685.53,2.2983108,0.39620894,0.23488837,0.002926745,0.6864567,5.0884385,0.27454692,0.6610933,5.5912175,1.6549803,3
-13531.293,2.3116443,0.13987204,0.2778687,0.003032895,0.5477213,0.21875626,0.27370596,0.3309982,6.9141636,1.3155416,4
-665.3762,2.0599642,0.001954851,0.3329909,0.002383539,0.73823184,0.17198844,0.26786193,0.39631185,4.7883716,1.5845106,5
-904.90643,1.5221843,0.007016036,0.12009509,0.002849388,0.9150633,10.90477,0.15679045,0.32368377,9.420992,0.11710288,6
-6677.2554,1.9150308,0.25443825,0.20328856,0.002747399,0.7990116,1.3723166,0.091085985,0.14384753,6.9172325,0.17345437,7
-14940.22,2.318524,0.16104476,0.16250914,0.00261311,0.55438226,4.3178825,0.08789744,0.16980335,8.042302,0.19427118,8
-724.18353,2.2895074,0.4388054,0.17633459,0.002580175,0.65909356,2.1341348,0.058834504,0.1487884,7.991866,0.17965078,9
-15353.807,1.9589405,0.22611107,0.12364635,0.003006367,0.9872538,7.5493464,0.11786895,0.27043498,3.5405602,0.41368583,0
-983.52905,2.0170212,0.39651537,0.13495818,0.002413935,0.9410998,10.695414,0.19757889,0.37585592,2.1719446,1.9961591,1
-1064.5721,1.9034438,0.12265848,0.11982249,0.002900161,0.57085764,7.2388124,0.050252832,0.6422816,3.920025,1.5244993,2
-3663.7783,2.3837907,0.40966776,0.119196236,0.002782131,0.9477006,14.885895,0.19862394,0.60709494,5.4184537,1.6549803,3
-1344.3705,2.0917284,0.2086569,0.21174677,0.003182267,0.62265676,2.3343215,0.1814464,0.3128028,4.8869386,1.3155416,4
-10133.56,2.4544153,0.001680138,0.3390923,0.002478758,0.733637,1.2927893,0.2534106,0.55487585,6.541606,1.5845106,5
-1381.7656,1.5486203,0.13094586,0.06640841,0.002631735,0.87960666,11.302578,0.072392456,0.24702229,5.8659286,0.11710288,6
-842.2559,2.118549,0.038653035,0.18241094,0.00285396,0.7554062,1.2033854,0.07761447,0.47071707,7.486425,0.17345437,7
-1182.9238,2.0150316,0.088052385,0.072891675,0.002389896,0.34176975,7.4238358,0.10709339,0.12483499,9.396768,0.19427118,8
-8459.2,2.3831706,0.40092525,0.25783545,0.002583317,0.93441224,2.1199608,0.17089158,0.3216981,2.6752636,0.17965078,9
-5257.9854,1.5581673,0.03399692,0.097303435,0.002798421,0.57580835,14.657092,0.10597523,0.38435003,1.3082671,0.28129944,0
-599.6159,2.336697,0.46074772,0.15837345,0.002603843,0.84704745,0.97605056,0.20348732,0.45818093,3.2868507,1.9312657,1
-6388.156,2.266269,0.20598637,0.3020411,0.002504555,0.5871139,3.3552332,0.2794818,0.8946805,1.773314,1.4155309,2
-2015.9861,2.296952,0.33292204,0.28825712,0.003020985,0.9557464,6.803336,0.24505647,0.33934042,7.415447,0.21902804,3
-287732.8,2.449956,0.23669614,0.21789713,0.003133383,0.5910527,3.1915922,0.17850736,0.11928417,4.572058,0.5121582,4
-39484.375,1.5164919,0.013556206,0.15969276,0.002738396,0.913093,11.65732,0.18008384,0.7140067,4.2853627,1.5508422,5
-17959.742,1.7901616,0.3396839,0.14395973,0.002746275,0.9362331,7.933115,0.19173598,0.17686023,6.6437073,0.53031576,6
-3641.6855,2.1889222,0.11894626,0.19194262,0.002846452,0.44606984,7.839556,0.050292302,0.27861696,8.0956135,0.98944414,7
-14601.353,2.2328324,0.102298334,0.16589457,0.002563712,0.24578321,13.457974,0.09815201,0.35548493,8.400497,0.19072285,8
-7471.4814,2.4244153,0.45132804,0.08061268,0.002900002,0.72858083,10.626997,0.14149058,0.16476151,5.2928386,0.7911077,9
-1627.3508,2.2025836,0.27004144,0.17407018,0.002934316,0.77288955,12.688008,0.12517954,0.14654045,3.1928635,0.22531152,0
-4717.6694,1.9093416,0.3417042,0.08044229,0.002528147,0.914406,14.246272,0.060635407,0.50104994,4.3595734,1.3297224,1
-20466.018,2.0715902,0.090424865,0.21333608,0.002792216,0.5096507,5.5650496,0.16892391,0.79845047,1.5199866,1.9304988,2
-525.5903,2.312611,0.37726188,0.17931746,0.002503096,0.8475599,5.000471,0.22169471,0.6205475,3.3401299,1.8899828,3
-31732.734,2.1630552,0.04791378,0.29384318,0.003029122,0.43521038,2.1620648,0.2712929,0.6771066,3.3818147,1.9191794,4
-2666.4805,1.8708072,0.0361353,0.31182787,0.002391082,0.79569495,5.330787,0.29147363,0.6320889,5.230289,1.7953702,5
-2687.656,1.5682495,0.12405025,0.10733978,0.002791443,0.6225494,12.480138,0.19333062,0.4091948,7.855478,0.4294486,6
-4407.007,2.2471735,0.066846654,0.26603472,0.002724473,0.37438586,4.276597,0.12364615,0.8237024,7.1113124,1.3136945,7
-11863.059,1.7519946,0.27125147,0.17170846,0.002721155,0.4660093,10.945538,0.24590434,0.13858446,1.0,1.6903667,8
-7454.2764,2.1040173,0.35331345,0.13961965,0.002575341,0.9092208,6.2655554,0.10362125,0.41853103,3.283891,0.2798593,9
-1522.4635,2.0302799,0.35982272,0.09718346,0.002881772,0.9185959,12.896566,0.09007246,0.13381413,4.5202475,0.33844194,0
-734.0517,2.280937,0.251268,0.17836428,0.002779794,0.7161518,3.1433525,0.12593947,0.4952747,2.665883,1.7735691,1
-772.25336,1.8579276,0.2157715,0.14979994,0.002820217,0.5728985,9.566421,0.14218415,0.692313,1.3633374,1.5291522,2
-13677.369,2.1159859,0.37373996,0.26443788,0.002837815,0.8810976,6.6674175,0.24230154,0.5390765,6.377928,1.3754764,3
-1986.9827,2.2297413,0.33010343,0.2609468,0.003125767,0.7415059,1.9210914,0.24938032,0.38640195,3.088778,1.8085773,4
-3725.6538,2.2909732,0.027261019,0.37715593,0.002425425,0.689571,3.322758,0.2816517,0.63670987,6.5624933,1.8240784,5
-2174.9485,1.6834038,0.1772152,0.1596247,0.002924566,0.9079518,8.950421,0.22119881,0.10876479,8.309109,0.20177747,6
-20874.246,2.251683,0.08399577,0.09713029,0.002946973,0.5649618,9.30907,0.11911134,0.34379667,9.38299,0.806358,7
-19113.822,2.3872068,0.15351038,0.20036274,0.002500307,0.21930042,8.301998,0.098025165,0.47232533,7.177071,1.2881529,8
-4736.7163,1.9947667,0.28388435,0.174858,0.002985944,0.9170341,1.5557263,0.06180318,0.17863923,5.046658,0.6947332,9
-788419.1,1.5222061,0.22611107,0.19909003,0.002810168,0.9872538,7.3726444,0.11073867,0.25299436,3.5115273,0.41368583,0
-550.55493,2.0944676,0.39651537,0.116909884,0.002599224,0.9410998,3.9365385,0.1388033,0.53868663,1.8872366,1.9961591,1
-868.1369,2.4098818,0.12265848,0.23048541,0.002685106,0.57085764,2.3604515,0.15781997,0.8018402,3.1583238,1.5244993,2
-1311.684,2.276271,0.40966776,0.14485778,0.002692484,0.9477006,5.852967,0.27454692,0.6610933,5.568819,1.6549803,3
-16828.861,1.8599143,0.2086569,0.18795551,0.003114804,0.62265676,5.1637344,0.27370596,0.3309982,3.5432968,1.3155416,4
-541055.3,1.5010097,0.001680138,0.24829797,0.002402142,0.733637,11.65737,0.26786193,0.39631185,5.9713144,1.5845106,5
-1141.9784,1.7250499,0.13094586,0.21479079,0.002692019,0.87960666,11.048602,0.15679045,0.32368377,8.116903,0.11710288,6
-1395.6675,2.3239799,0.038653035,0.07824397,0.00285396,0.7554062,3.7059858,0.07761447,0.47071707,7.486425,0.17345437,7
-1123.0656,1.9834199,0.088052385,0.077736504,0.00257151,0.34176975,7.817147,0.08789744,0.16980335,9.41585,0.19427118,8
-1531.5856,2.1698294,0.40092525,0.05959878,0.002822351,0.93441224,5.1296897,0.058834504,0.1487884,3.4839766,0.17965078,9
-6756.8335,1.8299055,0.3358379,0.18236661,0.002728398,0.7944096,7.3550606,0.17736925,0.21781208,1.0916685,0.96906364,0
-895.3213,2.1057253,0.33784577,0.13098267,0.002454746,0.9924114,3.1574297,0.14673212,0.77928853,4.190404,1.8906496,1
-791.58655,2.1153357,0.06951174,0.25359434,0.002768057,0.2745796,10.991439,0.2119151,0.62798494,4.410484,1.2761717,2
-5117.333,2.1764638,0.48688352,0.19740878,0.002552474,0.86965436,4.340968,0.1294456,0.6233194,4.8282847,0.5680922,3
-10020.854,2.44412,0.1068803,0.2953241,0.003027828,0.51458913,1.6281571,0.23577988,0.19568492,4.1668797,0.99094415,4
-39892.844,2.223808,0.49100146,0.28311175,0.002487422,0.12393542,0.34583226,0.11566475,0.5212625,8.10516,1.7065531,5
-21842.965,1.5906318,0.17968078,0.052105457,0.002952464,0.910755,11.4582,0.054434378,0.21267223,6.213715,0.8558639,6
-16504.336,1.7897581,0.12014674,0.08629074,0.003011246,0.99565464,4.0013523,0.0969198,0.4335437,5.3270383,0.31392,7
-10768.013,2.2236464,0.08019014,0.2493227,0.002569656,0.030943682,8.94141,0.08899791,0.6577581,4.8959513,1.4669193,8
-3975.4602,2.2792559,0.43250227,0.21672711,0.002888195,0.72021216,2.8426287,0.16179788,0.4232507,1.2342367,0.96374923,9
-11361.187,1.8628098,0.09878143,0.12477337,0.002810168,0.79231995,12.087574,0.061830837,0.25299436,3.3797426,0.41368583,0
-748.21497,2.1816661,0.31502295,0.1436515,0.002599224,0.84402287,2.5017242,0.07633179,0.53868663,1.3511554,1.9961591,1
-674.0838,1.9942894,0.4971138,0.20896596,0.002685106,0.6678273,6.588698,0.12909827,0.8018402,2.8960347,1.5244993,2
-26000.883,2.2983108,0.48134124,0.23488837,0.002692484,0.8538153,3.5840333,0.25675887,0.6610933,2.7745957,1.6549803,3
-872.9572,2.3116443,0.39918748,0.2778687,0.003114804,0.8559317,0.2726302,0.10091241,0.3309982,4.7160134,1.3155416,4
-1541.137,2.0599642,0.29790026,0.3329909,0.002402142,0.86542267,0.093482636,0.2116872,0.39631185,8.51064,1.5845106,5
-931.229,1.5221843,0.02239996,0.12009509,0.002692019,0.62412447,12.008966,0.11159743,0.32368377,6.5011153,0.11710288,6
-6828.571,2.118549,0.14140996,0.18241094,0.00285396,0.63359666,1.2033854,0.13620833,0.47071707,7.001149,0.17345437,7
-752.1801,2.318524,0.1624911,0.16250914,0.00257151,0.30101833,14.392314,0.22856432,0.16980335,7.3757873,0.19427118,8
-15506.785,2.2895074,0.34661558,0.17633459,0.002822351,0.9950733,2.8386962,0.11031331,0.1487884,4.74398,0.17965078,9
-1099.0206,1.5747826,0.22611107,0.08438347,0.002617955,0.5254845,0.00309,0.14075805,0.42698216,8.541651,1.8212434,0
-1378.5553,2.04336,0.39651537,0.3327712,0.002508353,0.37764135,13.794648,0.26369995,0.101,3.0422065,0.102,1
-12046.18,2.2050998,0.12265848,0.21389596,0.00257782,0.62221587,3.428695,0.16143472,0.787963,1.1886564,1.9008323,2
-1620.3334,2.3714383,0.40966776,0.23912129,0.002815365,0.93214816,3.6700017,0.23308752,0.58508366,1.3553717,1.9424541,3
-34518.59,2.387129,0.2086569,0.28799245,0.003110859,0.29055467,7.2258415,0.24240859,0.12882103,7.949305,0.38265213,4
-4132.4185,1.8804007,0.001680138,0.3584182,0.002413603,0.8368993,3.924044,0.24267235,0.65817606,7.447301,1.981905,5
-421092.34,1.5498892,0.13094586,0.34815365,0.002315093,0.43377462,2.078789,0.27821216,0.79314137,4.8625836,1.3240774,6
-1926.4878,1.7117274,0.038653035,0.18199478,0.002507326,0.7755199,4.928022,0.11601723,0.5570375,9.825373,0.25637397,7
-1061.374,1.9097114,0.088052385,0.19324175,0.002310847,0.11028646,9.389724,0.13007808,0.76061434,3.46376,0.15738317,8
-4615.2437,2.380916,0.40092525,0.25009438,0.002706461,0.709314,0.48721424,0.05676286,0.2406518,1.7577593,0.69191706,9
-5855.148,1.6224099,0.22611107,0.08438347,0.002617955,0.5439413,0.00309,0.14075805,0.42698216,9.918475,0.5360238,0
-2614.2405,2.400352,0.39651537,0.1436515,0.002599224,0.93761617,2.5017242,0.1388033,0.53868663,2.7886927,1.1409298,1
-8693.156,1.6003846,0.12265848,0.20896596,0.002685106,0.18910101,6.588698,0.15781997,0.8018402,6.588467,1.7533425,2
-7968.4033,1.6260474,0.40966776,0.23488837,0.002692484,0.76956177,3.5840333,0.27454692,0.6610933,9.816578,1.5165133,3
-27640.258,1.6578107,0.2086569,0.2778687,0.003114804,0.12648812,0.2726302,0.27370596,0.3309982,5.923408,1.4490423,4
