like1,PARM12,PARM17,PARM20,PARM23,PARM40,PARM49,PARM50,PARM51,PARM90,PARM92,chain
-2215.9575,2.0960214,0.48123628,0.35193998,0.003171373,0.966217,12.925354,0.1462616,0.72092664,9.909894,0.67880154,3
-1882.1918,2.2901533,0.36009446,0.21572582,0.002375758,0.62265676,1.3186697,0.25290582,0.7757541,6.5179973,1.3192859,4
-4564.1055,1.5446478,0.1734292,0.11619718,0.002873863,0.19768853,10.258319,0.07261564,0.5050663,4.9037585,0.62476677,5
-1278.0308,1.5601019,0.13094586,0.072812326,0.002887103,0.6267573,13.86555,0.09437702,0.20334594,6.622114,0.44878516,6
-1677.4911,1.8149682,0.038653035,0.29354098,0.003134283,0.7142522,3.1373043,0.1259609,0.7339735,5.721441,1.6322424,7
-41551.875,2.2749689,0.2207711,0.31395662,0.002727691,0.39327094,12.958713,0.17927407,0.3496193,4.1991982,0.5256257,8
-15783.929,1.7689791,0.33631757,0.12209254,0.002483604,0.8458285,3.3484678,0.09349156,0.11212274,9.753829,0.17817917,9
-17024.312,1.6554267,0.22611107,0.052646037,0.002643757,0.37923926,12.087574,0.09021163,0.17461081,3.5115273,0.41368583,0
-46464.168,2.1663852,0.17365688,0.3053534,0.003183572,0.8021418,13.065391,0.2039071,0.8972004,8.873635,1.8387533,1
-813.6497,2.2604835,0.269689,0.21639556,0.002561554,0.39354807,14.793009,0.09008206,0.4616103,1.8543471,1.6494179,2
-569.6881,2.3018124,0.48123628,0.18031375,0.002987114,0.966217,10.98772,0.18925747,0.5518875,8.440394,1.8016741,3
-14165.21,2.467402,0.36009446,0.36614034,0.002667221,0.62265676,0.2726302,0.2990643,0.76562136,3.5432968,1.3155416,4
-9594.59,1.5785563,0.1734292,0.11195049,0.002723136,0.19768853,10.258319,0.18036139,0.5050663,4.9037585,0.62476677,5
-667.9414,1.5221843,0.13094586,0.12009509,0.002788232,0.6267573,12.008966,0.15679045,0.23790847,8.54745,0.11710288,6
-17958.861,1.775131,0.038653035,0.3651069,0.003171437,0.7142522,1.1264187,0.13022259,0.17010315,4.383063,0.17345437,7
-11439.058,2.4085793,0.2207711,0.37871003,0.003082471,0.39327094,11.117783,0.18825155,0.3570267,7.4899263,0.37933347,8
-1203.4696,2.0701652,0.33631757,0.08357494,0.002639975,0.8458285,2.8386962,0.08804163,0.18639793,9.078663,0.17965078,9
-1746.3811,1.8628098,0.22611107,0.115734935,0.002518882,0.37923926,12.087574,0.11073867,0.28038794,3.5115273,1.6420166,0
-7393.195,2.3571548,0.17365688,0.38251266,0.002967267,0.8021418,13.065391,0.18326944,0.70522815,8.873635,1.9502567,1
-26163.37,2.2604835,0.269689,0.21639556,0.002561554,0.39354807,14.793009,0.09008206,0.7304976,1.8543471,1.7365639,2
-1439.6814,2.3018124,0.48123628,0.18031375,0.002987114,0.966217,10.98772,0.18925747,0.59620845,8.440394,1.417675,3
-1223.6096,2.1342332,0.36009446,0.2778687,0.002637402,0.62265676,0.2726302,0.27370596,0.3911501,3.5432968,1.8327185,4
-10753.598,1.5446478,0.1734292,0.11619718,0.002873863,0.19768853,10.258319,0.07261564,0.38926145,4.9037585,0.45593253,5
-3633.5303,1.5221843,0.13094586,0.12009509,0.002788232,0.6267573,12.008966,0.15679045,0.26510665,8.54745,0.88935006,6
-39742.625,1.9150308,0.038653035,0.20782211,0.002951771,0.7142522,1.1264187,0.091085985,0.48458993,4.383063,1.7517234,7
-5800.9463,2.4500055,0.2207711,0.3033056,0.002681943,0.39327094,11.117783,0.14743951,0.8078604,7.4899263,0.60347825,8
-2547.8325,2.1620362,0.33631757,0.09913716,0.002445828,0.8458285,2.8386962,0.058834504,0.81097406,9.078663,2.0,9
-2071.26,2.105798,0.18399268,0.20104893,0.002880841,0.48739257,14.78529,0.10319141,0.30816457,3.6691172,1.1200317,0
-4149.1343,2.234621,0.22844379,0.36237344,0.002799425,0.9112735,14.284998,0.19174744,0.8735638,7.29053,1.6434238,1
-10212.219,2.4228919,0.21249895,0.18264416,0.002527494,0.6924976,12.537517,0.07986882,0.11274212,3.8712206,1.0575582,2
-897.91736,2.4890568,0.41071683,0.22551285,0.003034126,0.7429812,5.725659,0.198564,0.37584236,8.142308,1.578684,3
-17893.28,2.4934628,0.45544496,0.3375863,0.002730105,0.8904163,0.8009448,0.26081705,0.74560946,6.7815347,1.2776586,4
-4749.482,1.8704897,0.4261779,0.124057785,0.002515236,0.11019074,6.5190287,0.071572185,0.80940014,2.2046218,1.9038591,5
-485513.3,1.6608363,0.15506804,0.15364322,0.002527877,0.56463766,13.47509,0.05574022,0.34099475,6.961004,0.45990777,6
-16704.314,2.0809543,0.0655238,0.20759423,0.002763751,0.8130971,2.185901,0.11095209,0.20542695,3.681144,0.15109754,7
-674.6905,2.318524,0.3327169,0.16765106,0.00257151,0.47682038,14.392314,0.10072661,0.1261635,9.41585,0.19427118,8
-2832.5105,2.3461564,0.4563096,0.16202523,0.002634668,0.8243546,1.3897611,0.13168494,0.5665532,9.900013,1.0147146,9
-6085.134,2.0928433,0.27870354,0.115734935,0.002496268,0.37923926,12.087574,0.11073867,0.44032678,3.5115273,0.41368583,0
-3097.127,2.0874496,0.096225455,0.38251266,0.00319554,0.8021418,13.065391,0.18326944,0.79125386,8.873635,1.8387533,1
-8962.295,2.3046675,0.49039102,0.21639556,0.003028872,0.39354807,14.793009,0.09008206,0.8712194,1.8543471,1.6494179,2
-3381.5117,1.9117378,0.463275,0.18031375,0.00283795,0.966217,10.98772,0.18925747,0.568281,8.440394,1.8016741,3
-556.4529,2.3116443,0.2086569,0.2778687,0.003114804,0.62265676,0.2726302,0.27370596,0.3309982,3.5432968,1.3155416,4
-508746.9,1.8371881,0.010741371,0.11619718,0.002623546,0.19768853,10.258319,0.07261564,0.36298698,4.9037585,0.62476677,5
-15083.618,1.5609032,0.18149771,0.12009509,0.002690444,0.6267573,12.008966,0.15679045,0.20920613,8.54745,0.11710288,6
-1124.7964,1.8637065,0.01770762,0.20782211,0.002954081,0.7142522,1.1264187,0.091085985,0.47729746,4.383063,0.17345437,7
-3585.8298,1.9780647,0.29593298,0.16765106,0.002542415,0.47682038,14.392314,0.10072661,0.2973392,9.41585,0.19427118,8
-667.10583,2.2895074,0.40092525,0.09913716,0.002574495,0.8458285,2.8386962,0.058834504,0.32271773,9.078663,0.17965078,9
-20560.346,1.8628098,0.22611107,0.115734935,0.002504455,0.2262961,10.304347,0.078592226,0.17461081,1.9477812,0.71790045,0
-34954.14,2.3571548,0.17365688,0.38251266,0.00318814,0.66645354,13.991018,0.20557049,0.8972004,6.7142334,1.2090925,1
-72829.89,2.2604835,0.269689,0.21639556,0.002612378,0.24166851,9.196697,0.0684063,0.4616103,2.0679474,1.8712571,2
-6371.712,2.3018124,0.48123628,0.18031375,0.00276652,0.19122991,0.00309,0.12061654,0.5518875,5.2273192,1.2196403,3
-1386.9003,2.3116443,0.2086569,0.2778687,0.003105787,0.56497544,5.381715,0.26698226,0.3309982,2.1542306,1.0806655,4
-848.1414,1.5446478,0.1734292,0.11619718,0.002887745,0.42199293,1.9139208,0.23984173,0.5050663,4.9349585,1.5547824,5
-2638.1062,1.5221843,0.13094586,0.12009509,0.00231855,0.20581485,11.0947895,0.083999485,0.23790847,2.676506,1.377616,6
-7534.155,1.9150308,0.038653035,0.20782211,0.002720913,0.39324188,1.858517,0.05041423,0.17010315,4.274769,0.20719053,7
-3318.3022,2.318524,0.3327169,0.16765106,0.002504006,0.12929842,8.932853,0.08775548,0.1261635,9.762066,0.5263059,8
-1521.2998,2.2895074,0.40092525,0.09913716,0.00305043,0.28996953,3.7827249,0.20890543,0.32271773,7.859942,0.102,9
-1611.8971,1.8628098,0.22611107,0.115734935,0.002859345,0.4846715,12.087574,0.11073867,0.35224622,2.9366171,0.41368583,0
-2413.8865,2.3571548,0.17365688,0.38251266,0.003191455,0.8617756,13.065391,0.18326944,0.28674486,7.1455894,1.8387533,1
-1413.3071,2.2604835,0.269689,0.21639556,0.00276346,0.50632584,14.793009,0.09008206,0.45201284,2.4950225,1.6494179,2
-643.6847,2.3018124,0.48123628,0.18031375,0.002622702,0.631494,10.98772,0.18925747,0.3485971,8.9753475,1.8016741,3
-595.5749,2.3116443,0.2086569,0.2778687,0.002429558,0.61589575,0.2726302,0.27370596,0.24341364,4.006105,1.3155416,4
-849.41583,1.5446478,0.1734292,0.11619718,0.002952432,0.5351975,1.9139208,0.23984173,0.27579007,1.7542595,1.5547824,5
-646.91724,1.5221843,0.13094586,0.12009509,0.002814205,0.78095996,12.008966,0.15679045,0.32368377,8.116903,0.11710288,6
-952.224,1.9150308,0.038653035,0.20782211,0.003090145,0.9382182,1.1264187,0.091085985,0.20502019,7.2916956,0.17345437,7
-763.29767,2.318524,0.3327169,0.16765106,0.002641778,0.39976212,14.392314,0.10072661,0.25555098,9.921631,0.19427118,8
-664.7759,2.2895074,0.40092525,0.09913716,0.002533226,0.773107,2.8386962,0.058834504,0.1487884,8.642723,0.17965078,9
-1561.7974,1.8628098,0.22611107,0.115734935,0.002518882,0.65109116,12.087574,0.11073867,0.17461081,6.7260017,0.41368583,0
-3745.576,2.3571548,0.17365688,0.38251266,0.003191455,0.46826702,13.065391,0.18326944,0.28674486,9.492269,1.8387533,1
-2861.6316,2.2604835,0.269689,0.21639556,0.002561554,0.20016599,14.793009,0.09008206,0.4616103,6.7416973,1.6494179,2
-612.3219,2.3018124,0.48123628,0.18031375,0.002987114,0.9035675,10.98772,0.18925747,0.5518875,9.911908,1.8016741,3
-1317.46,2.3116443,0.2086569,0.2778687,0.003114804,0.2623754,0.2726302,0.27370596,0.3309982,1.6500998,1.3155416,4
-843.8469,1.5446478,0.1734292,0.11619718,0.002952432,0.4991461,1.9139208,0.23984173,0.27579007,1.61385,1.5547824,5
-671.80646,1.5221843,0.13094586,0.12009509,0.002814205,0.4316479,12.008966,0.15679045,0.32368377,4.956951,0.11710288,6
-982.5711,1.9150308,0.038653035,0.20782211,0.003090145,0.3181252,1.1264187,0.091085985,0.20502019,8.464732,0.17345437,7
-686.7365,2.318524,0.3327169,0.16765106,0.00257151,0.26815942,14.392314,0.10072661,0.1261635,9.460299,0.19427118,8
-657.36176,2.2895074,0.40092525,0.09913716,0.002533226,0.93441224,2.8386962,0.058834504,0.1487884,2.0013094,0.17965078,9
-7993.3984,1.6815889,0.22611107,0.16251631,0.002312334,0.3282268,11.423928,0.11073867,0.19780591,3.5115273,0.8582122,0
-3622.4517,2.4939268,0.17365688,0.34991905,0.003043686,0.8884937,7.647921,0.18326944,0.22838281,7.1455894,1.9771559,1
-720.73755,2.2506087,0.269689,0.12839249,0.002434562,0.7684961,3.8994753,0.09008206,0.6828339,1.8543471,1.8662438,2
-22169.777,2.4175916,0.48123628,0.2825857,0.003045162,0.91651183,11.981555,0.18925747,0.60420907,8.440394,1.0621789,3
-1552.8715,1.7833335,0.2086569,0.2390196,0.003091145,0.32868636,5.4597225,0.27370596,0.15079367,3.5432968,1.1740607,4
-2669.6572,1.7580531,0.1734292,0.23660223,0.003129611,0.5275042,0.8514676,0.23984173,0.40286353,1.61385,1.0999863,5
-1038.36,1.9250216,0.13094586,0.21556501,0.002865742,0.7955372,14.6679945,0.15679045,0.62984556,8.116903,1.3129225,6
-3406.9834,2.2987309,0.038653035,0.38088265,0.002888488,0.8260814,0.4198007,0.091085985,0.26484707,7.2916956,1.4457693,7
-1241.9762,1.7724687,0.3327169,0.23641567,0.002306728,0.42533785,3.844065,0.10072661,0.21676949,9.41585,1.3167996,8
-7948.8926,2.1606164,0.40092525,0.21117379,0.002389803,0.850647,13.956449,0.058834504,0.26076958,2.0013094,1.0254239,9
-10826.681,1.614329,0.15066436,0.0816428,0.002463662,0.42212626,6.186897,0.05800709,0.12751521,3.5921266,0.75226796,0
-28612.05,2.4536183,0.12324605,0.37293124,0.003058787,0.9482567,7.17407,0.14992449,0.2178236,6.7065244,1.8716552,1
-7295.46,2.254413,0.49472368,0.19215411,0.00234607,0.7247145,5.0429416,0.18833548,0.76974833,7.2880516,0.5137755,2
-606.1603,2.1647294,0.4967227,0.18621214,0.002897346,0.9934243,10.964961,0.1792007,0.57778126,9.818423,1.9858545,3
-2369.027,2.4616277,0.37229872,0.23459443,0.002946863,0.51639897,2.5803668,0.29266298,0.29159972,2.8216634,1.8775712,4
-3067.118,1.5989946,0.117264256,0.1370809,0.002948284,0.55719304,5.5881367,0.20952769,0.27736145,1.2021016,1.8359804,5
-2325.6582,1.5856478,0.049787257,0.115635805,0.002809121,0.6442388,9.291292,0.17270496,0.20439747,7.7432575,0.26114225,6
-6067.0127,1.6113935,0.066005714,0.1848736,0.003039085,0.9520738,0.4897723,0.17461634,0.12922683,6.675444,0.19122043,7
-8564.492,1.8231217,0.23391357,0.20016293,0.002706744,0.90125763,7.9963775,0.08476147,0.35929698,3.4900043,1.4002485,8
-3513.1543,2.4273446,0.42175707,0.11557675,0.002453476,0.6090769,0.6484953,0.11472218,0.15949504,2.6302483,0.49442014,9
-15447.108,1.7391555,0.15283695,0.05662588,0.002399462,0.1765105,6.809409,0.0817801,0.20039375,2.0181868,0.3553258,0
-38410.695,2.1517954,0.2445101,0.34076795,0.003084492,0.83829963,9.213316,0.22606242,0.27096936,7.6488214,1.8192768,1
-6960.905,2.4726617,0.34212074,0.22484495,0.002493802,0.7258372,10.196435,0.14102927,0.7256698,1.7812395,1.319816,2
-9464.46,1.8874822,0.3353165,0.11868587,0.003065473,0.9344479,9.946837,0.19150074,0.5895862,9.232095,1.1384906,3
-2180.5127,2.284658,0.049882576,0.28844866,0.002994991,0.5714759,0.3894405,0.18213953,0.16793023,3.8327765,0.18926322,4
-626.3459,2.0599642,0.001680138,0.3329909,0.002402142,0.733637,0.093482636,0.26786193,0.39631185,5.9713144,1.5845106,5
-13643.622,1.525297,0.13618967,0.078266814,0.002686831,0.6244861,8.80322,0.14796391,0.18260859,7.4065356,1.1987985,6
-2797.9673,1.9725741,0.015442915,0.33135435,0.00289296,0.98828316,6.3315425,0.13989595,0.22429243,9.9157505,0.15743561,7
-7654.218,2.4166644,0.4094474,0.19156425,0.002430778,0.31634122,11.76363,0.120165065,0.1363799,8.664621,0.19465101,8
-2550.0012,2.289763,0.4206803,0.18461986,0.002622507,0.9853574,1.9652745,0.07730713,0.17972471,3.101313,0.16001306,9
-1627.6458,1.5057169,0.08282075,0.12729642,0.002664083,0.29268137,12.841316,0.15954873,0.2758499,7.0183105,0.37898612,0
-4678.4165,2.3225286,0.12913936,0.32017812,0.002901184,0.9796132,4.628892,0.21820682,0.30174553,6.8534617,1.7693458,1
-615.97516,1.9942894,0.12265848,0.20896596,0.00278405,0.8533202,6.588698,0.15781997,0.8018402,3.1583238,1.5244993,2
-2264.5178,2.4349554,0.4573976,0.2237278,0.002616324,0.7309087,11.017791,0.24067672,0.7192756,6.5313296,1.2136306,3
-1533.0968,2.3959105,0.2661947,0.19015534,0.00254242,0.24086978,12.989906,0.28060377,0.47981352,3.7586672,0.37860703,4
-23035.932,1.8837857,0.090521105,0.30859995,0.002581212,0.81190443,9.808534,0.29920635,0.44426808,3.7702549,1.365196,5
-161214.03,1.558894,0.359977,0.17817503,0.002601767,0.91065806,13.31985,0.064726174,0.44546524,6.684682,0.37857625,6
-3915.817,1.505398,0.15079954,0.17628561,0.002971529,0.841597,1.7014987,0.07501387,0.10669561,7.1035776,0.8980167,7
-39712.3,2.1245072,0.11326652,0.18365136,0.002632159,0.46117806,9.509478,0.051390056,0.26502663,8.810423,0.79341584,8
-18378.705,2.1580782,0.34192905,0.056265596,0.002713089,0.9682337,4.0510793,0.10885795,0.1871096,4.0223217,1.0581785,9
-9880.626,2.2037516,0.29505226,0.17116131,0.002465512,0.35662797,12.769344,0.05967943,0.121911496,5.471447,0.6434532,0
-764.64496,2.202229,0.20665401,0.13153297,0.002865708,0.9410998,0.00309,0.16928367,0.53868663,9.598958,1.9961591,1
-702.0138,1.7263973,0.01767112,0.21085806,0.002969306,0.6639164,13.250089,0.13741624,0.7073438,3.8605,1.1337092,2
-523.5038,2.2983108,0.40966776,0.23488837,0.003143819,0.95145893,3.5840333,0.27454692,0.6610933,5.568819,1.6549803,3
-1505.3488,1.9122897,0.30830228,0.39556384,0.0023,0.9101495,4.524224,0.14074908,0.5342923,4.559055,1.2712898,4
-8098.1704,2.0603747,0.028839013,0.26968595,0.002358607,0.7756178,5.8230205,0.19364735,0.21720053,5.842565,0.58292866,5
-2289.8674,1.6462656,0.104094066,0.06236587,0.002387059,0.54907936,9.023663,0.17218739,0.116738155,7.785864,0.5948555,6
-3120.0547,2.1796536,0.1992532,0.18201762,0.003105503,0.932411,3.0109723,0.06014816,0.42309192,6.415922,0.78145695,7
-3490.1953,2.419957,0.46505287,0.06615749,0.003088064,0.785293,6.416508,0.2471076,0.30902302,9.217987,1.4919804,8
-12875.103,2.107316,0.1814271,0.2225562,0.00264759,0.8787159,0.78688484,0.124875784,0.19226849,1.95749,0.53641444,9
-7916.964,1.7973386,0.22490942,0.115734935,0.002373485,0.54877,11.948635,0.055844706,0.29676569,7.020173,0.7834933,0
-1297.757,2.4547184,0.34840217,0.13153297,0.002865698,0.84738636,3.4149203,0.17533806,0.8177097,9.201162,1.935336,1
-38327.1,2.2336636,0.24165882,0.20896596,0.002713384,0.55410284,10.7932415,0.21346137,0.89418036,3.4861357,1.842245,2
-6046.2637,2.4737058,0.4577161,0.23488837,0.00299447,0.73821545,3.6324298,0.25045484,0.576126,2.931165,1.8097322,3
-15486.8955,2.2380419,0.098897696,0.2778687,0.002856633,0.51627123,0.32233092,0.26705155,0.24655487,1.34323,1.0853131,4
-1469.3364,1.992256,0.051022295,0.3329909,0.002396794,0.6055496,3.4712563,0.26005167,0.19027755,6.724991,0.82275707,5
-4027.5366,1.7798133,0.041231867,0.12009509,0.002417022,0.9704223,7.6747465,0.074109174,0.616106,5.1202984,1.9801935,6
-2797.2056,1.741245,0.011766322,0.20782211,0.003156143,0.8290039,1.0817438,0.11717951,0.28979066,9.645332,0.1920902,7
-17455.645,1.6438705,0.39072752,0.16765106,0.002459637,0.6536816,8.340461,0.26541004,0.4178164,1.0,1.6440762,8
-16364.363,2.367802,0.4719402,0.09913716,0.002808291,0.9451802,2.783454,0.09302398,0.22445498,3.9424405,0.38786924,9
-2257.8232,1.9263997,0.057172067,0.115734935,0.002325894,0.37923926,8.28279,0.15771806,0.17461081,3.5115273,0.41368583,0
-664.36444,2.1816661,0.39651537,0.13153297,0.00230526,0.9410998,2.5017242,0.1388033,0.53868663,9.598958,1.9961591,1
-29447.297,1.9309283,0.105688356,0.20896596,0.003161485,0.8533202,13.663786,0.079376854,0.8018402,3.1583238,1.5244993,2
-4165.315,1.8586433,0.23240016,0.23488837,0.003132474,0.95145893,12.688374,0.27615994,0.6610933,5.568819,1.6549803,3
-1299.8649,1.9685326,0.27946037,0.2778687,0.003177257,0.62265676,10.942224,0.2860641,0.3309982,3.5432968,1.3155416,4
-40014.992,1.9182732,0.003904884,0.3329909,0.002403701,0.733637,3.0226836,0.2734511,0.39631185,5.9713144,1.5845106,5
-1704.9742,1.6402979,0.03881109,0.12009509,0.00288779,0.78095996,5.045984,0.20129827,0.32368377,8.116903,0.11710288,6
-13882.342,1.9515908,0.25013182,0.20782211,0.002895149,0.9382182,4.4992743,0.07270847,0.20502019,7.2916956,0.17345437,7
-951.58417,2.4638674,0.22757548,0.16765106,0.002445401,0.47682038,10.146865,0.18303436,0.1261635,9.41585,0.19427118,8
-1633.7064,2.1480038,0.47588548,0.09913716,0.002402303,0.93441224,8.344635,0.10090169,0.1487884,2.0013094,0.17965078,9
-1493.1034,1.8628098,0.22611107,0.12477337,0.002518882,0.7590682,12.087574,0.11073867,0.25299436,3.5115273,0.41368583,0
-861.7487,2.1816661,0.39651537,0.12078187,0.00230526,0.96885175,2.5017242,0.1388033,0.84133464,9.598958,1.9961591,1
-1427.5834,1.9942894,0.12265848,0.120836295,0.00278405,0.912255,6.588698,0.15781997,0.7166201,3.1583238,1.5244993,2
-35603.176,2.2983108,0.40966776,0.23945165,0.003143819,0.6508008,3.5840333,0.27454692,0.8059094,5.568819,1.6549803,3
-34484.89,2.3116443,0.2086569,0.32436144,0.003114804,0.5384094,0.2726302,0.27370596,0.5120522,3.5432968,1.3155416,4
-8585.35,2.0599642,0.001680138,0.2951868,0.002402142,0.78788304,0.093482636,0.26786193,0.7924479,5.9713144,1.5845106,5
-726.4173,1.5221843,0.13094586,0.19970831,0.002814205,0.3540808,12.008966,0.15679045,0.42754492,8.116903,0.11710288,6
-947.12775,1.9150308,0.038653035,0.20328856,0.003090145,0.5860851,1.1264187,0.091085985,0.14384753,7.2916956,0.17345437,7
-1187.1149,2.318524,0.3327169,0.07796286,0.00257151,0.8687497,14.392314,0.10072661,0.15080361,9.41585,0.19427118,8
-732.4692,2.2895074,0.40092525,0.090200804,0.002533226,0.6329738,2.8386962,0.058834504,0.82123923,2.0013094,0.17965078,9
-2011.1472,1.8628098,0.22611107,0.13401268,0.002518882,0.7590682,12.087574,0.11073867,0.25299436,3.5115273,0.41368583,0
-3618.7327,2.1816661,0.39651537,0.38091555,0.00230526,0.9410998,2.5017242,0.1388033,0.53868663,9.598958,1.9961591,1
-69708.445,1.9942894,0.12265848,0.2891739,0.00278405,0.8533202,6.588698,0.15781997,0.8018402,3.1583238,1.5244993,2
-22714.723,2.2983108,0.40966776,0.18500808,0.003143819,0.95145893,3.5840333,0.27454692,0.6610933,5.568819,1.6549803,3
-2185.8853,2.3116443,0.2086569,0.15768073,0.003114804,0.62265676,0.2726302,0.27370596,0.3309982,3.5432968,1.3155416,4
-8651.338,2.0599642,0.001680138,0.13549261,0.002402142,0.733637,0.093482636,0.26786193,0.39631185,5.9713144,1.5845106,5
-3168.7585,1.5221843,0.13094586,0.21848956,0.002814205,0.78095996,12.008966,0.15679045,0.32368377,8.116903,0.11710288,6
-1066.999,1.9150308,0.038653035,0.088506125,0.003090145,0.5860851,1.1264187,0.091085985,0.14384753,7.2916956,0.17345437,7
